Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2021-04-01,25,17,93.8,14.3
2021-04-02,27,16.9,93.4,3.4
2021-04-03,22.5,17,97.1,16.6
2021-04-04,23.5,16.9,96.1,18.9
2021-04-05,23.8,17,95.8,40.3
2021-04-06,S/D,17,S/D,S/D
2021-04-07,S/D,S/D,S/D,S/D
2021-04-08,S/D,S/D,S/D,S/D
2021-04-09,S/D,S/D,S/D,S/D
2021-04-10,S/D,S/D,S/D,S/D
2021-04-11,S/D,S/D,S/D,S/D
2021-04-12,S/D,S/D,S/D,S/D
2021-04-13,S/D,S/D,S/D,S/D
2021-04-14,S/D,S/D,S/D,S/D
2021-04-15,S/D,S/D,S/D,S/D
2021-04-16,S/D,S/D,S/D,S/D
2021-04-17,S/D,S/D,S/D,S/D
2021-04-18,25.6,17,93.9,5.3
2021-04-19,23.5,17.2,93.7,6.3
2021-04-20,24.5,17,96.2,1.0
2021-04-21,25,15.6,92.9,0.0
2021-04-22,26,15.9,90.5,3.6
2021-04-23,26.5,16,93.7,9.8
2021-04-24,24.2,16,94.0,1.0
2021-04-25,28,15.9,91.6,0.0
2021-04-26,26,16,93.4,1.7
2021-04-27,27.5,17,94.7,10.4
2021-04-28,27.5,17.1,94.2,5.7
2021-04-29,27.5,16.5,95.3,28.3
2021-04-30,23.7,16.5,95.9,40.9
2021-05-01,26,17,92.8,4.9
