Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2023-05-01,26,16.6,97.0,6.3
2023-05-02,27.8,16.8,92.2,2.2
2023-05-03,23.5,17.5,96.0,23.0
2023-05-04,25,17.2,95.8,2.1
2023-05-05,23,17.3,94.3,12.0
2023-05-06,25.5,16,95.6,4.0
2023-05-07,22,16,96.9,2.0
2023-05-08,28.8,16.1,95.4,4.8
2023-05-09,22.5,17,94.4,12.2
2023-05-10,28,16.5,96.1,0.0
2023-05-11,26,16.4,95.3,14.8
2023-05-12,22,17.5,95.7,5.6
2023-05-13,26,17.7,93.8,0.0
2023-05-14,26.2,16.6,95.8,0.0
2023-05-15,28.2,16.4,93.9,0.0
2023-05-16,29.5,16,93.6,0.0
2023-05-17,28,17.5,96.4,0.0
2023-05-18,28,16.8,95.9,0.0
2023-05-19,22.5,17,96.3,20.0
2023-05-20,23.6,16.8,97.2,4.2
2023-05-21,29,16.6,75.8,3.0
2023-05-22,30,16.9,95.5,2.5
2023-05-23,25,17,96.3,14.5
2023-05-24,26,17,96.5,6.0
2023-05-25,24,17,96.1,46.1
2023-05-26,25,17,97.5,6.6
2023-05-27,24,16.8,96.9,11.0
2023-05-28,21.5,16.6,97.4,24.0
2023-05-29,25.5,16.5,95.9,10.0
2023-05-30,27,16.6,93.9,0.0
2023-05-31,24.5,16.7,96.9,22.0
2023-06-01,24.5,16.5,95.6,3.7
