Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2022-03-01,9.410,9.450,9.490,9.520
2022-03-02,9.680,9.750,9.820,9.860
2022-03-03,9.980,10.020,10.060,10.100
2022-03-04,10.200,10.220,10.240,10.270
2022-03-05,10.350,10.370,10.400,10.410
2022-03-06,10.480,10.500,10.520,10.530
2022-03-07,10.620,10.640,10.660,10.680
2022-03-08,10.760,10.770,10.780,10.820
2022-03-09,10.850,10.870,10.870,10.870
2022-03-10,10.890,10.900,10.910,10.910
2022-03-11,10.920,10.920,10.920,10.910
2022-03-12,10.910,10.970,10.970,10.980
2022-03-13,10.980,10.980,10.980,10.980
2022-03-14,10.990,11.010,11.020,11.020
2022-03-15,11.020,11.020,11.040,11.060
2022-03-16,11.080,11.090,11.100,11.110
2022-03-17,11.170,11.190,11.210,11.220
2022-03-18,11.270,11.290,11.310,11.320
2022-03-19,11.400,11.410,11.420,11.430
2022-03-20,11.470,11.490,11.510,11.520
2022-03-21,11.560,11.570,11.590,11.600
2022-03-22,11.640,11.640,11.650,11.660
2022-03-23,11.700,11.710,11.730,11.730
2022-03-24,11.770,11.780,11.790,11.800
2022-03-25,11.830,11.850,11.880,11.880
2022-03-26,11.910,11.940,11.950,11.960
2022-03-27,11.990,12.010,12.010,12.020
2022-03-28,12.040,12.050,12.060,12.060
2022-03-29,12.100,12.130,12.160,12.170
2022-03-30,12.180,12.190,12.190,12.190
2022-03-31,12.210,12.220,12.230,12.230
