Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2024-07-01,8.840,8.810,8.790,8.760
2024-07-02,8.660,8.610,8.580,8.540
2024-07-03,8.420,8.380,8.340,8.300
2024-07-04,8.210,8.170,8.160,8.150
2024-07-05,8.110,8.100,8.100,8.110
2024-07-06,8.130,8.150,8.170,8.200
2024-07-07,8.270,8.290,8.310,8.310
2024-07-08,8.300,8.290,8.270,8.240
2024-07-09,8.140,8.110,8.080,8.060
2024-07-10,7.960,7.950,7.940,7.920
2024-07-11,7.880,7.870,7.860,7.850
2024-07-12,7.820,7.810,7.800,7.790
2024-07-13,7.700,7.680,7.650,7.620
2024-07-14,7.510,7.480,7.440,7.400
2024-07-15,7.330,7.320,7.310,7.310
2024-07-16,7.420,7.560,7.600,7.600
2024-07-17,8.030,8.010,8.210,8.290
2024-07-18,8.440,8.470,8.490,8.500
2024-07-19,8.490,8.470,8.460,8.430
2024-07-20,8.330,8.290,8.250,8.210
2024-07-21,8.090,8.060,8.010,7.960
2024-07-22,7.840,7.800,7.760,7.720
2024-07-23,7.600,7.560,7.520,7.480
2024-07-24,7.350,7.290,7.250,7.200
2024-07-25,7.060,7.010,6.960,6.920
2024-07-26,5.780,6.730,6.660,6.650
2024-07-27,6.490,6.450,6.380,6.320
2024-07-28,6.190,6.140,6.080,6.050
2024-07-29,5.900,5.850,5.800,5.760
2024-07-30,5.610,5.580,5.540,5.480
2024-07-31,5.350,5.290,5.250,5.210
