Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-05-01,14.020,14.030,14.030,14.040
2025-05-02,14.030,14.030,14.030,14.030
2025-05-03,14.030,14.030,14.030,14.030
2025-05-04,14.020,14.020,14.020,14.020
2025-05-05,14.020,14.020,14.020,14.020
2025-05-06,14.020,14.020,14.010,14.010
2025-05-07,13.990,13.980,13.970,13.960
2025-05-08,13.960,13.960,13.960,13.960
2025-05-09,13.930,13.920,13.920,13.920
2025-05-10,13.910,13.910,13.910,13.910
2025-05-11,13.890,13.890,13.890,13.890
2025-05-12,13.880,13.870,13.860,13.860
2025-05-13,13.820,13.820,13.820,13.820
2025-05-14,13.790,13.780,13.780,13.780
2025-05-15,13.770,13.760,13.760,13.760
2025-05-16,13.750,13.750,13.750,13.750
2025-05-17,13.750,13.750,13.750,13.750
2025-05-18,13.740,13.730,13.730,13.730
2025-05-19,13.710,13.710,13.710,13.710
2025-05-20,13.750,13.750,13.750,13.740
2025-05-21,13.710,13.710,13.700,13.690
2025-05-22,13.660,13.660,13.650,13.650
2025-05-23,13.630,13.630,13.630,13.630
2025-05-24,13.610,13.600,13.600,13.590
2025-05-25,13.570,13.570,13.560,13.560
2025-05-26,13.550,13.550,13.540,13.540
2025-05-27,13.530,13.520,13.520,13.510
2025-05-28,13.490,13.480,13.480,13.480
2025-05-29,13.450,13.450,13.450,13.440
2025-05-30,13.420,13.410,13.410,13.400
2025-05-31,13.370,13.370,13.360,13.360
