Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2023-10-01,35,23.5,86.7,0.0
2023-10-02,35.5,23.8,85.7,0.0
2023-10-03,34,24,80.1,2.8
2023-10-04,34.8,23.5,88.9,36.6
2023-10-05,35.2,22.8,88.9,0.0
2023-10-06,35.5,24.5,88.3,0.0
2023-10-07,36.5,24.8,88.6,0.0
2023-10-08,28.5,25.5,95.6,30.6
2023-10-09,27.5,23,93.4,15.5
2023-10-10,32,22.5,88.5,0.0
2023-10-11,34,22.8,85.3,0.0
2023-10-12,36,23.5,84.9,0.0
2023-10-13,27,24.5,96.6,0.0
2023-10-14,28.5,24.2,87.2,0.0
2023-10-15,33.2,23.5,84.9,0.0
2023-10-16,34.5,23,85.8,0.0
2023-10-17,34.2,22.5,87.5,0.0
2023-10-18,35,22,85.8,2.8
2023-10-19,35.5,24,87.3,0.0
2023-10-20,35,24.5,87.4,9.6
2023-10-21,36.5,23,84.7,0.0
2023-10-22,36.8,24,85.8,0.0
2023-10-23,37,25,87.3,0.0
2023-10-24,36.6,24,84.2,0.0
2023-10-25,37.2,24.5,84.2,0.0
2023-10-26,35.2,25.5,87.1,0.0
2023-10-27,26,23.8,96.0,40.2
2023-10-28,29.8,22,93.5,71.3
2023-10-29,28.5,22.8,88.8,5.5
2023-10-30,31,21.5,89.1,3.7
2023-10-31,32.5,23.5,86.0,12.2
