Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2020-07-01,30.5,22,84.9,0.0
2020-07-02,32,22.2,83.3,87.8
2020-07-03,31,21,85.6,24.6
2020-07-04,26.5,21.5,92.7,0.0
2020-07-05,31.8,20.5,82.7,6.2
2020-07-06,29.5,22,86.8,3.7
2020-07-07,30.8,23,90.6,9.2
2020-07-08,28,22,89.7,42.6
2020-07-09,25.8,21.5,94.6,63.4
2020-07-10,28,20.4,92.6,0.0
2020-07-11,30.2,21.6,87.0,10.0
2020-07-12,30,22,91.1,0.0
2020-07-13,31.2,23,89.3,0.0
2020-07-14,32.3,22.5,85.4,0.0
2020-07-15,32.6,23.5,86.8,0.0
2020-07-16,32.8,21.5,84.4,0.0
2020-07-17,32,22,82.5,0.0
2020-07-18,33,22.5,84.5,0.0
2020-07-19,33.2,21.5,86.2,0.0
2020-07-20,31.8,22,82.8,0.0
2020-07-21,33,21,85.4,0.0
2020-07-22,33.5,23,87.7,0.0
2020-07-23,29.5,23.5,87.7,0.0
2020-07-24,31.2,22.6,87.9,10.8
2020-07-25,25.8,21.8,94.6,41.5
2020-07-26,30.2,22.2,88.8,8.0
2020-07-27,28.5,20.8,89.5,6.4
2020-07-28,32,21.5,87.3,0.0
2020-07-29,31.5,22.5,87.1,0.0
2020-07-30,28,21.6,88.7,0.0
2020-07-31,29,22,91.9,0.0
