Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2025-08-01,32.2,23.2,86.9,23.8
2025-08-02,33.5,21.5,86.8,42.2
2025-08-03,33.8,20.5,87.5,0.0
2025-08-04,32.5,20,85.9,0.0
2025-08-05,31.8,21,83.7,0.0
2025-08-06,33.2,22,87.4,2.5
2025-08-07,32.2,23,88.5,0.0
2025-08-08,32.8,23.8,84.0,43.5
2025-08-09,26,22,93.9,2.5
2025-08-10,25.6,20.5,96.6,0.0
2025-08-11,32,19.5,86.4,0.0
2025-08-12,32.6,21,90.2,0.0
2025-08-13,31.5,22.5,87.8,67.5
2025-08-14,28.8,20.8,96.4,30.2
2025-08-15,31.2,22,67.8,5.8
2025-08-16,32,20.5,88.2,0.0
2025-08-17,31.8,21.8,88.3,0.0
2025-08-18,33,22,91.7,12.0
2025-08-19,33.2,23,91.5,0.0
2025-08-20,33.6,22.5,92.4,0.0
2025-08-21,34.6,23,91.3,0.0
2025-08-22,35,22.5,88.7,0.0
2025-08-23,34,23.4,89.6,0.0
2025-08-24,34.2,22.5,90.8,0.7
2025-08-25,29.5,23,90.7,28.5
2025-08-26,28,20,90.5,0.0
2025-08-27,31.4,19,S/D,0.0
2025-08-28,33.6,20.5,86.3,0.0
2025-08-29,33,22,88.5,0.0
2025-08-30,33.5,21.5,81.6,0.0
2025-08-31,34.6,22,79.9,0.0
