Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2021-10-01,33.5,21.5,85.4,0.0
2021-10-02,35,23,90.2,8.5
2021-10-03,34.8,22.5,85.8,23.8
2021-10-04,33.6,21.5,85.6,0.0
2021-10-05,25,22.8,96.4,12.8
2021-10-06,28,21,95.8,0.0
2021-10-07,31.5,23,85.8,0.0
2021-10-08,33,22.2,86.2,7.5
2021-10-09,30.5,21,84.5,36.6
2021-10-10,34,23.2,88.3,0.0
2021-10-11,35,23.5,87.1,26.0
2021-10-12,35.8,21.5,86.0,0.0
2021-10-13,35.6,24,86.5,0.0
2021-10-14,34.5,24.5,86.6,63.5
2021-10-15,34.8,21.5,86.3,28.5
2021-10-16,32,22,91.3,46.6
2021-10-17,26,21,94.8,4.5
2021-10-18,30,22,85.5,22.5
2021-10-19,29.8,23.5,93.3,21.5
2021-10-20,29.5,22.8,91.9,0.0
2021-10-21,33,21.8,88.2,0.0
2021-10-22,33.8,24,86.3,2.8
2021-10-23,34.2,23.5,85.9,0.0
2021-10-24,35.5,24.5,86.5,0.0
2021-10-25,25,22.8,95.9,99.8
2021-10-26,32,20.5,85.1,0.0
2021-10-27,33,21.5,85.4,0.0
2021-10-28,32,22.5,82.5,0.0
2021-10-29,30,24,87.7,21.5
2021-10-30,33.5,23.5,85.6,0.0
2021-10-31,34.8,22,86.6,0.0
