Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2022-03-01,14.560,14.570,14.580,14.580
2022-03-02,14.600,14.600,14.610,14.610
2022-03-03,14.620,14.620,14.640,14.640
2022-03-04,14.660,14.660,14.670,14.670
2022-03-05,14.680,14.680,14.690,14.690
2022-03-06,14.700,14.700,14.710,14.710
2022-03-07,14.730,14.730,14.740,14.740
2022-03-08,14.750,14.750,14.770,14.780
2022-03-09,14.790,14.790,14.790,14.800
2022-03-10,14.800,14.800,14.800,14.800
2022-03-11,14.800,14.800,14.800,14.800
2022-03-12,14.800,14.800,14.810,14.820
2022-03-13,14.820,14.820,14.820,14.830
2022-03-14,14.830,14.830,14.840,14.840
2022-03-15,14.850,14.850,14.850,14.860
2022-03-16,14.860,14.860,14.860,14.860
2022-03-17,14.870,14.870,14.880,14.880
2022-03-18,14.890,14.890,14.890,14.890
2022-03-19,14.900,14.900,14.900,14.900
2022-03-20,14.900,14.900,14.900,14.900
2022-03-21,14.900,14.900,14.910,14.910
2022-03-22,14.910,14.910,14.910,14.910
2022-03-23,14.910,14.910,14.910,14.910
2022-03-24,14.910,14.910,14.920,14.920
2022-03-25,14.920,14.920,14.920,14.920
2022-03-26,14.930,14.930,14.930,14.930
2022-03-27,14.930,14.930,14.930,14.930
2022-03-28,14.930,14.940,14.940,14.940
2022-03-29,14.940,14.940,14.940,14.940
2022-03-30,14.940,14.940,14.950,14.950
2022-03-31,14.950,14.950,14.950,14.950
