Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2022-08-01,7.720,7.720,7.720,7.720
2022-08-02,7.700,7.720,7.730,7.730
2022-08-03,7.750,7.750,7.750,7.750
2022-08-04,7.760,7.760,7.760,7.760
2022-08-05,7.730,7.720,7.700,7.680
2022-08-06,7.650,7.640,7.620,7.600
2022-08-07,7.520,7.500,7.480,7.460
2022-08-08,7.420,7.400,7.390,7.380
2022-08-09,7.330,7.330,7.330,7.330
2022-08-10,7.330,7.350,7.370,7.390
2022-08-11,7.390,7.390,7.390,7.390
2022-08-12,7.390,7.390,7.390,7.390
2022-08-13,7.650,7.680,7.710,7.750
2022-08-14,7.850,7.870,7.910,7.940
2022-08-15,7.380,7.380,7.380,7.380
2022-08-16,7.380,7.400,7.420,7.440
2022-08-17,7.500,7.510,7.530,7.550
2022-08-18,8.060,8.090,8.120,8.150
2022-08-19,8.240,8.260,8.280,8.300
2022-08-20,8.360,8.360,8.370,8.380
2022-08-21,8.360,8.350,8.330,8.310
2022-08-22,8.230,8.200,8.170,8.140
2022-08-23,8.020,8.020,7.980,7.950
2022-08-24,7.850,7.830,7.810,7.790
2022-08-25,7.700,7.700,7.690,7.680
2022-08-26,7.720,7.770,7.820,7.870
2022-08-27,8.020,8.040,8.060,8.080
2022-08-28,8.150,8.180,8.200,8.220
2022-08-29,8.300,8.290,8.290,8.280
2022-08-30,8.250,8.230,8.210,8.180
2022-08-31,8.100,8.070,8.040,7.990
