Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2024-05-01,15.440,15.410,15.390,15.380
2024-05-02,15.300,15.260,15.240,15.230
2024-05-03,15.180,15.140,15.130,15.090
2024-05-04,15.080,15.040,15.040,15.020
2024-05-05,14.920,14.910,14.890,14.850
2024-05-06,14.850,14.740,14.720,14.690
2024-05-07,14.610,14.560,14.530,14.480
2024-05-08,14.420,14.390,14.360,14.330
2024-05-09,14.250,14.250,14.240,14.240
2024-05-10,14.190,14.190,14.150,14.150
2024-05-11,14.140,14.150,14.130,14.090
2024-05-12,14.060,14.050,14.040,14.030
2024-05-13,14.010,13.980,13.950,13.940
2024-05-14,13.890,13.870,13.860,13.830
2024-05-15,13.740,13.760,13.780,13.780
2024-05-16,13.780,13.800,13.800,13.790
2024-05-17,13.730,13.720,13.680,13.680
2024-05-18,13.650,13.630,13.600,13.600
2024-05-19,13.590,13.580,13.580,13.590
2024-05-20,13.580,13.580,13.590,13.590
2024-05-21,13.590,13.580,13.560,13.560
2024-05-22,13.540,13.510,13.510,13.500
2024-05-23,13.500,13.480,13.510,13.500
2024-05-24,13.350,13.440,13.430,13.400
2024-05-25,13.350,13.330,13.310,13.230
2024-05-26,13.180,13.180,13.130,13.080
2024-05-27,13.050,13.030,12.990,12.950
2024-05-28,12.900,12.860,12.830,12.810
2024-05-29,12.770,12.750,12.750,12.730
2024-05-30,12.700,12.690,12.670,12.660
2024-05-31,12.610,12.600,12.580,12.570
