Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2021-10-01,5.920,5.910,5.900,5.890
2021-10-02,5.860,5.840,5.820,5.800
2021-10-03,5.760,5.750,5.740,5.720
2021-10-04,5.700,5.690,5.680,5.670
2021-10-05,5.630,5.610,5.590,5.580
2021-10-06,5.550,5.540,5.530,5.520
2021-10-07,5.490,5.480,5.470,5.460
2021-10-08,5.430,5.420,5.410,5.400
2021-10-09,5.370,5.360,5.350,5.340
2021-10-10,5.320,5.320,5.320,5.320
2021-10-11,5.320,5.320,5.320,5.320
2021-10-12,5.310,5.310,5.310,5.310
2021-10-13,5.330,5.360,5.380,5.400
2021-10-14,5.500,5.540,5.580,5.620
2021-10-15,5.760,5.780,5.830,5.860
2021-10-16,5.990,6.070,6.130,6.180
2021-10-17,6.280,6.300,6.320,6.350
2021-10-18,6.420,6.430,6.440,6.450
2021-10-19,6.480,6.480,6.490,6.500
2021-10-20,6.500,6.490,6.480,6.470
2021-10-21,6.460,6.460,6.460,6.460
2021-10-22,6.440,6.440,6.440,6.440
2021-10-23,6.420,6.430,6.430,6.440
2021-10-24,6.470,6.490,6.510,6.540
2021-10-25,6.640,6.670,6.710,6.740
2021-10-26,6.880,6.930,6.970,7.020
2021-10-27,7.100,7.140,7.190,7.240
2021-10-28,7.320,7.340,7.370,7.400
2021-10-29,7.450,0.000,0.000,0.000
