Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2022-01-01,31,15.2,87.6,0.0
2022-01-02,31,15,85.0,0.0
2022-01-03,33.5,15.4,79.1,0.0
2022-01-04,35.8,14.2,76.0,0.0
2022-01-05,S/D,14.5,S/D,S/D
2022-01-06,33.2,15,87.8,6.5
2022-01-07,S/D,14,S/D,S/D
2022-01-08,S/D,S/D,S/D,S/D
2022-01-09,S/D,S/D,S/D,S/D
2022-01-10,S/D,S/D,S/D,S/D
2022-01-11,S/D,S/D,S/D,S/D
2022-01-12,S/D,S/D,S/D,S/D
2022-01-13,S/D,S/D,S/D,S/D
2022-01-14,S/D,S/D,S/D,S/D
2022-01-15,35.4,14.5,89.0,7.8
2022-01-16,34,15,80.4,0.0
2022-01-17,S/D,14,S/D,S/D
2022-01-18,36.8,13.8,78.8,0.0
2022-01-19,36.8,14,S/D,7.4
2022-01-20,30.8,15.2,90.3,3.6
2022-01-21,31.8,14,84.0,0.0
2022-01-22,33.5,15.8,78.7,0.0
2022-01-23,34.5,16,77.5,16.5
2022-01-24,S/D,16,S/D,S/D
2022-01-25,33.2,15.8,77.2,0.0
2022-01-26,33.2,15.8,87.5,10.0
2022-01-27,33.8,14.2,81.8,4.5
2022-01-28,30,14.5,89.6,0.0
2022-01-29,36.5,14,S/D,0.0
2022-01-30,35,14.2,80.4,0.0
2022-01-31,35.8,14,73.4,0.0
2022-02-01,34.5,14.4,74.9,0.0
