Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2023-09-01,34.8,14.8,70.7,1.0
2023-09-02,34.5,15,78.0,0.0
2023-09-03,36.5,14.5,76.2,0.0
2023-09-04,35.2,15,S/D,0.0
2023-09-05,33.5,15,82.7,5.5
2023-09-06,32,14.8,80.2,1.0
2023-09-07,33.8,13.5,74.0,0.0
2023-09-08,35.8,13.6,75.5,0.0
2023-09-09,36.4,13,76.2,0.0
2023-09-10,30.8,13,88.9,6.0
2023-09-11,33.8,13,81.4,0.0
2023-09-12,35.5,15.5,74.5,0.0
2023-09-13,S/D,14,S/D,S/D
2023-09-14,33.6,13.5,94.6,39.0
2023-09-15,34,13.5,89.6,4.0
2023-09-16,32.4,13.2,85.2,0.0
2023-09-17,33.8,13.2,84.4,-999.0
2023-09-18,33,S/D,S/D,9.0
2023-09-19,33.5,14.2,85.1,2.5
2023-09-20,33.6,14,80.5,0.0
2023-09-21,35,13.8,80.5,0.0
2023-09-22,34.8,14,76.3,5.0
2023-09-23,31.8,14.5,88.9,0.5
2023-09-24,34.8,14.6,73.3,0.0
2023-09-25,35.8,14.8,75.8,0.0
2023-09-26,35,15,77.8,0.0
2023-09-27,36,15,73.7,0.0
2023-09-28,36.8,15,71.7,0.0
2023-09-29,36.5,15.4,73.7,0.0
2023-09-30,33.5,15.5,S/D,5.8
2023-10-01,35.8,15.8,76.7,0.0
