Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2025-11-01,34.8,19.4,78.9,0.0
2025-11-02,34.6,19.4,S/D,0.0
2025-11-03,31.6,19.5,87.2,5.5
2025-11-04,33,21.8,86.4,7.5
2025-11-05,32.4,21,92.7,24.0
2025-11-06,36,20,83.0,0.0
2025-11-07,S/D,19.8,S/D,S/D
2025-11-08,36.8,19,84.9,0.0
2025-11-09,35.2,19.8,78.3,30.5
2025-11-10,34,19.8,93.9,10.5
2025-11-11,35,20,85.9,8.2
2025-11-12,36.8,19.8,81.6,1.2
2025-11-13,36.5,20,82.9,0.0
2025-11-14,36.2,20.2,83.1,0.0
2025-11-15,33.5,20,90.5,39.8
2025-11-16,31.5,19.8,92.2,1.0
2025-11-17,37,20,S/D,8.0
2025-11-18,35,20,85.8,0.0
2025-11-19,33.8,20.8,78.2,0.0
2025-11-20,35.6,20,79.3,0.0
2025-11-21,35,19.8,84.5,3.2
2025-11-22,34.5,20.2,89.2,1.5
2025-11-23,33.5,20.4,85.0,2.5
2025-11-24,33.8,20.8,90.1,10.0
2025-11-25,33.8,19.8,79.7,0.0
2025-11-26,33.5,20,83.6,5.0
2025-11-27,31.2,20.2,91.8,55.5
2025-11-28,32.5,19.8,87.4,1.5
2025-11-29,S/D,19.8,S/D,S/D
2025-11-30,34.5,20,82.8,0.0
2025-12-01,35.5,20,77.9,0.0
