Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2024-10-01,34.8,20,78.9,0.0
2024-10-02,36.5,19.8,80.8,19.0
2024-10-03,33.8,20.8,90.6,0.0
2024-10-04,31,20.5,87.4,1.5
2024-10-05,36.2,20.2,79.0,1.8
2024-10-06,36.5,20.4,77.7,0.0
2024-10-07,33.5,20.5,82.2,1.0
2024-10-08,S/D,20.8,S/D,4.0
2024-10-09,35.8,20.6,80.9,0.0
2024-10-10,34,21.2,85.6,6.7
2024-10-11,31.4,22,87.6,34.2
2024-10-12,34,20.5,76.0,0.0
2024-10-13,35.8,20.5,74.7,8.3
2024-10-14,35,20.8,91.7,0.0
2024-10-15,35.5,20.8,85.1,0.0
2024-10-16,35.8,19,66.1,0.0
2024-10-17,37.8,20,81.1,0.0
2024-10-18,S/D,19,S/D,S/D
2024-10-19,38.8,19.2,71.5,0.0
2024-10-20,S/D,20.5,S/D,S/D
2024-10-21,36,19.2,81.7,0.0
2024-10-22,36.2,20.8,73.3,27.2
2024-10-23,35,21.5,84.2,0.0
2024-10-24,35.8,22.2,74.2,0.0
2024-10-25,36.5,22,72.9,0.0
2024-10-26,36.5,21.8,72.9,11.2
2024-10-27,35.4,21.8,74.8,2.5
2024-10-28,26.8,21,93.0,15.2
2024-10-29,26.8,20.5,91.7,1.5
2024-10-30,34,21,81.7,0.0
2024-10-31,36.2,19.8,69.3,0.0
2024-11-01,36.8,20,72.0,32.0
