Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2023-12-01,33.5,S/D,89.4,6.0
2023-12-02,29.5,S/D,92.1,0.0
2023-12-03,31.5,S/D,81.6,0.0
2023-12-04,31.8,S/D,89.7,0.0
2023-12-05,28.6,S/D,91.6,1.4
2023-12-06,30,S/D,86.8,0.0
2023-12-07,31.8,S/D,77.6,0.0
2023-12-08,31,S/D,91.0,S/D
2023-12-09,32,S/D,S/D,4.2
2023-12-10,33.8,S/D,S/D,0.0
2023-12-11,33.8,S/D,77.2,0.0
2023-12-12,34.2,S/D,84.7,10.5
2023-12-13,33.8,S/D,87.1,5.8
2023-12-14,30.8,S/D,87.7,1.6
2023-12-15,S/D,S/D,S/D,S/D
2023-12-16,33.5,S/D,88.8,5.0
2023-12-17,32.4,S/D,88.1,0.8
2023-12-18,33.4,S/D,80.5,0.0
2023-12-19,36.5,S/D,73.4,10.0
2023-12-20,35.5,S/D,79.2,0.0
2023-12-21,35.2,S/D,83.8,0.0
2023-12-22,35.8,S/D,88.4,0.0
2023-12-23,35.8,S/D,82.1,0.0
2023-12-24,36.8,S/D,78.4,0.0
2023-12-25,35.4,S/D,86.8,0.0
2023-12-26,36,S/D,76.0,12.5
2023-12-27,30,S/D,S/D,4.8
2023-12-28,33.5,S/D,81.4,1.2
2023-12-29,36.8,S/D,78.2,0.0
2023-12-30,38.8,S/D,78.8,0.0
2023-12-31,35.2,S/D,84.8,0.0
2024-01-01,36,S/D,75.1,0.0
