Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2018-11-01,32.5,17.6,80.4,0.0
2018-11-02,34.7,S/D,S/D,0.0
2018-11-03,35.8,16,74.0,0.0
2018-11-04,31,16,83.2,0.0
2018-11-05,34.2,16.2,76.8,0.0
2018-11-06,35.2,16.6,73.4,0.0
2018-11-07,36,16.8,90.8,4.3
2018-11-08,32,17,80.5,2.0
2018-11-09,36,17.2,86.9,5.0
2018-11-10,35.8,17.4,77.4,0.0
2018-11-11,36.8,17.6,78.5,22.5
2018-11-12,35.4,17.8,77.0,3.0
2018-11-13,35.6,18,86.0,0.0
2018-11-14,34.8,18.2,84.8,18.0
2018-11-15,35,18,79.7,2.0
2018-11-16,34.8,18.6,80.1,0.0
2018-11-17,35.2,18.8,84.3,3.2
2018-11-18,34.8,18.4,80.7,14.5
2018-11-19,31,19,89.3,0.0
2018-11-20,34.2,19,83.3,12.8
2018-11-21,34,18.8,82.7,13.7
2018-11-22,34.6,19,87.5,0.0
2018-11-23,34,18,76.6,2.0
2018-11-24,34.5,18.2,82.5,0.0
2018-11-25,34.2,18,76.0,18.8
2018-11-26,29,18,85.6,0.5
2018-11-27,35.2,18.2,76.2,2.0
2018-11-28,35,18.4,89.9,0.0
2018-11-29,34,18.6,90.6,0.0
2018-11-30,34.8,17.2,78.7,0.0
2018-12-01,35,17,76.3,0.0
