Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-04-01,14.170,14.170,14.180,14.190
2025-04-02,14.190,14.190,14.190,14.200
2025-04-03,14.210,14.230,14.240,14.240
2025-04-04,14.260,14.300,14.320,14.350
2025-04-05,14.360,14.360,14.380,14.380
2025-04-06,14.400,14.410,14.430,14.430
2025-04-07,14.460,14.470,14.470,14.480
2025-04-08,14.500,14.500,14.520,14.550
2025-04-09,14.580,14.580,14.590,14.600
2025-04-10,14.620,14.630,14.630,14.650
2025-04-11,14.670,14.680,14.690,14.690
2025-04-12,14.710,14.730,14.730,14.740
2025-04-13,14.770,14.770,14.770,14.770
2025-04-14,14.800,14.800,14.800,14.810
2025-04-15,14.820,14.830,14.840,14.850
2025-04-16,14.860,14.870,14.870,14.880
2025-04-17,14.900,14.910,14.910,14.930
2025-04-18,14.950,14.950,14.960,14.960
2025-04-19,14.980,14.970,14.980,14.990
2025-04-20,15.030,15.020,15.020,15.020
2025-04-21,15.030,15.030,15.040,15.050
2025-04-22,15.060,15.060,15.060,15.060
2025-04-23,15.090,15.090,15.090,15.090
2025-04-24,15.100,15.100,15.110,15.120
2025-04-25,15.130,15.130,15.140,15.140
2025-04-26,15.160,15.180,15.200,15.210
2025-04-27,15.230,15.230,15.230,15.230
2025-04-28,15.240,15.240,15.240,15.240
2025-04-29,15.260,15.240,15.230,15.230
2025-04-30,15.230,15.230,15.230,15.230
