Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-09-01,7.830,7.840,7.870,7.860
2025-09-02,7.870,7.860,7.850,7.850
2025-09-03,7.800,7.780,7.770,7.740
2025-09-04,7.680,7.670,7.610,7.580
2025-09-05,7.490,7.450,7.430,7.390
2025-09-06,7.390,7.350,7.280,7.260
2025-09-07,7.230,7.200,7.200,7.190
2025-09-08,7.180,7.170,7.160,7.140
2025-09-09,7.120,7.100,7.100,7.090
2025-09-10,7.070,7.050,7.040,7.050
2025-09-11,7.050,7.100,7.090,7.070
2025-09-12,7.050,6.980,6.990,6.990
2025-09-13,7.050,7.020,7.010,7.010
2025-09-14,6.990,6.980,6.950,6.950
2025-09-15,6.930,6.880,6.840,6.800
2025-09-16,6.750,6.790,6.830,6.880
2025-09-17,6.960,6.980,7.000,7.020
2025-09-18,7.040,7.010,6.970,6.950
2025-09-19,6.920,6.920,6.920,6.920
2025-09-20,6.920,6.890,6.870,6.820
2025-09-21,6.600,6.570,6.540,6.520
2025-09-22,6.500,6.490,6.450,6.390
2025-09-23,6.390,6.350,6.300,6.250
2025-09-24,6.150,6.100,6.050,5.980
2025-09-25,5.870,5.870,5.840,5.830
2025-09-26,5.800,5.800,5.800,5.800
2025-09-27,5.810,5.810,5.800,5.800
2025-09-28,5.760,5.750,5.710,5.680
2025-09-29,5.700,5.720,5.710,5.750
2025-09-30,5.850,5.910,6.000,6.050
