Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-10-01,6.130,6.250,6.300,6.390
2025-10-02,6.510,6.630,6.700,6.760
2025-10-03,6.820,6.830,6.860,6.900
2025-10-04,6.950,6.970,7.010,7.020
2025-10-05,7.010,7.010,7.020,7.020
2025-10-06,7.010,7.010,7.000,7.010
2025-10-07,7.020,7.030,7.050,7.060
2025-10-08,7.100,7.130,7.150,7.190
2025-10-09,7.250,7.280,7.280,7.310
2025-10-10,7.380,7.380,7.380,7.400
2025-10-11,7.400,7.400,7.410,7.410
2025-10-12,7.400,7.400,7.400,7.380
2025-10-13,7.340,7.320,7.330,7.280
2025-10-14,7.270,7.280,7.320,7.330
2025-10-15,7.350,7.360,7.350,7.360
2025-10-16,7.420,7.500,7.550,7.590
2025-10-17,7.610,7.620,7.650,7.680
2025-10-18,7.750,7.760,7.780,7.800
2025-10-19,7.820,7.820,7.830,7.830
2025-10-20,7.850,7.860,7.860,7.880
2025-10-21,7.920,7.930,7.950,7.960
2025-10-22,7.980,8.050,8.140,8.190
2025-10-23,8.220,8.260,8.300,8.330
2025-10-24,8.380,8.430,8.500,8.540
2025-10-25,8.570,8.590,8.620,8.640
2025-10-26,8.620,8.620,8.600,8.550
2025-10-27,8.500,8.480,8.470,8.480
2025-10-28,8.500,8.500,8.520,8.540
2025-10-29,8.560,8.580,8.590,8.600
2025-10-30,8.680,8.690,8.710,8.750
2025-10-31,8.780,8.770,8.790,8.790
