Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2018-03-01,30.4,21.6,88.2,0.6
2018-03-02,33.4,23.6,88.3,34.2
2018-03-03,33,21.4,84.9,0.0
2018-03-04,32.6,22.8,84.9,5.2
2018-03-05,32.6,22.4,87.4,8.6
2018-03-06,31.4,23.1,90.9,19.6
2018-03-07,31.2,21.6,89.4,0.0
2018-03-08,32,21.5,88.0,0.0
2018-03-09,32.6,22.4,88.8,0.0
2018-03-10,34.4,22.8,86.3,2.3
2018-03-11,33.5,22.4,87.7,9.1
2018-03-12,33.4,22,89.1,0.4
2018-03-13,34.6,22.2,83.5,0.0
2018-03-14,33.8,23,91.7,0.0
2018-03-15,34,22.4,84.2,0.0
2018-03-16,32.8,22.6,89.0,9.7
2018-03-17,33.2,23,85.7,4.2
2018-03-18,33.6,22.4,86.8,0.0
2018-03-19,32.3,21.8,87.4,0.0
2018-03-20,32.1,22.5,88.7,9.7
2018-03-21,32.6,21.8,87.5,0.2
2018-03-22,30.5,20,88.6,3.0
2018-03-23,32.6,22.6,87.0,0.0
2018-03-24,32.4,21.8,87.3,4.0
2018-03-25,29.8,22.9,88.3,19.3
2018-03-26,28.6,20.6,93.8,3.8
2018-03-27,31.4,20.2,88.5,0.0
2018-03-28,32,22.4,86.6,0.0
2018-03-29,33,23.2,85.6,8.8
2018-03-30,31.8,22.4,90.3,0.3
2018-03-31,32.5,21.8,91.3,0.2
