Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2017-02-01,33.6,21.8,86.4,0.0
2017-02-02,33.3,22.9,84.8,0.0
2017-02-03,33.9,23,84.6,0.0
2017-02-04,34.3,23.3,81.6,12.0
2017-02-05,33.5,23.4,85.8,0.0
2017-02-06,33.2,23.2,85.2,0.0
2017-02-07,33.8,23,86.6,0.0
2017-02-08,33.5,23.6,87.8,0.0
2017-02-09,33.2,22.9,86.5,0.0
2017-02-10,32,22.5,88.3,0.0
2017-02-11,31.6,23.4,88.9,0.0
2017-02-12,32.6,23.7,85.1,0.0
2017-02-13,33.2,22.4,87.1,0.0
2017-02-14,33.8,21.9,86.9,0.0
2017-02-15,33.6,22.2,86.6,0.0
2017-02-16,33,22.5,87.2,10.6
2017-02-17,29,22,95.7,8.5
2017-02-18,32.5,23,88.4,21.5
2017-02-19,32.3,22.2,86.5,0.0
2017-02-20,33.6,23,85.3,0.0
2017-02-21,27.1,22.6,92.3,2.3
2017-02-22,30.2,22.3,89.2,0.0
2017-02-23,29.7,22.8,93.0,7.8
2017-02-24,32,22.3,88.2,2.4
2017-02-25,28.8,22,93.8,7.3
2017-02-26,29.8,22.5,91.4,0.6
2017-02-27,32,22.3,89.3,0.0
2017-02-28,32.8,22.1,88.4,0.0
2017-03-01,33,22.4,86.9,0.0
