Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2018-01-01,29.8,21.6,92.0,0.0
2018-01-02,32,22,85.8,0.0
2018-01-03,33.2,23.2,87.3,0.0
2018-01-04,33.6,23,87.7,0.0
2018-01-05,34,22.5,86.3,0.0
2018-01-06,33.7,21.2,85.7,0.0
2018-01-07,34.6,20.4,86.7,93.2
2018-01-08,25.2,20.6,97.2,5.4
2018-01-09,31.6,21.1,89.3,0.0
2018-01-10,32.2,21.9,88.1,0.0
2018-01-11,33,22.2,88.3,0.0
2018-01-12,34.2,22.5,86.5,30.8
2018-01-13,34.8,21.4,84.9,7.8
2018-01-14,31.4,22.8,87.1,19.4
2018-01-15,28.6,20.4,93.6,12.6
2018-01-16,32.1,21,88.8,0.0
2018-01-17,33.4,19.8,86.1,0.0
2018-01-18,33.8,21.2,85.9,0.0
2018-01-19,34.3,23.3,80.8,19.8
2018-01-20,33.3,20.8,83.8,23.4
2018-01-21,34,21.5,86.1,0.0
2018-01-22,32.6,22.5,87.2,0.0
2018-01-23,33.6,21.8,86.1,0.0
2018-01-24,34.5,22,85.6,0.0
2018-01-25,31.6,21.6,85.5,36.1
2018-01-26,34.7,22.6,87.2,0.0
2018-01-27,34.4,22.6,83.4,0.0
2018-01-28,34.7,23,86.4,0.0
2018-01-29,35,22.8,86.1,0.0
2018-01-30,34,23.8,84.8,0.0
2018-01-31,35.4,23.6,85.0,1.4
2018-02-01,35.2,23.2,80.3,1.2
