Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-02-01,5.060,5.060,5.050,5.050
2025-02-02,5.060,5.080,5.100,5.120
2025-02-03,5.170,5.190,5.210,5.240
2025-02-04,5.270,5.290,5.310,5.330
2025-02-05,5.330,5.340,5.350,5.360
2025-02-06,5.380,5.370,5.390,5.400
2025-02-07,5.430,5.440,5.440,5.450
2025-02-08,5.480,5.490,5.500,5.520
2025-02-09,5.540,5.560,5.580,5.610
2025-02-10,5.660,5.680,5.710,5.760
2025-02-11,5.860,5.880,5.900,5.930
2025-02-12,6.010,6.030,6.070,6.110
2025-02-13,6.280,6.290,6.310,6.330
2025-02-14,6.350,6.360,6.410,6.450
2025-02-15,6.460,6.470,6.500,6.550
2025-02-16,6.560,6.570,6.580,6.590
2025-02-17,6.640,6.660,6.690,6.720
2025-02-18,6.740,6.740,6.750,6.770
2025-02-19,6.790,6.800,6.810,6.820
2025-02-20,6.840,6.850,6.860,6.860
2025-02-21,6.870,6.870,6.890,6.900
2025-02-22,6.970,6.990,7.010,7.030
2025-02-23,7.060,7.080,7.100,7.140
2025-02-24,7.190,7.210,7.240,7.270
2025-02-25,7.300,7.310,7.330,7.350
2025-02-26,7.410,7.430,7.450,7.470
2025-02-27,7.500,7.520,7.530,7.550
2025-02-28,7.590,7.600,7.610,7.630
