Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2020-10-01,111.580,111.590,111.590,111.600
2020-10-02,111.590,111.580,111.580,111.580
2020-10-03,111.590,111.590,111.600,111.600
2020-10-04,111.710,111.730,111.750,111.770
2020-10-05,111.850,111.870,111.890,111.900
2020-10-06,111.940,111.950,111.950,111.950
2020-10-07,111.900,111.900,111.900,111.900
2020-10-08,111.840,111.840,111.830,111.820
2020-10-09,111.790,111.780,111.770,111.760
2020-10-10,111.720,111.700,111.690,111.670
2020-10-11,111.580,111.560,111.550,111.530
2020-10-12,111.420,111.400,111.370,111.350
2020-10-13,111.280,111.250,111.230,111.230
2020-10-14,111.080,111.050,111.030,110.990
2020-10-15,110.870,110.830,110.790,110.740
2020-10-16,110.610,110.580,110.550,110.510
2020-10-17,110.410,110.360,110.340,110.310
2020-10-18,110.210,110.180,110.170,110.150
2020-10-19,110.060,110.060,110.040,110.040
2020-10-20,110.000,109.980,109.970,0.000
2020-10-21,110.050,110.080,110.080,110.080
2020-10-22,110.140,110.160,110.190,110.220
2020-10-23,110.300,110.320,110.340,110.360
2020-10-24,110.480,110.460,110.440,110.410
2020-10-25,110.440,110.460,110.500,110.540
2020-10-26,110.680,110.750,110.790,110.860
2020-10-27,111.060,111.120,111.200,111.260
2020-10-28,111.350,111.370,111.280,111.390
2020-10-29,111.410,111.410,111.400,111.390
2020-10-30,111.340,111.320,111.310,111.300
2020-10-31,111.200,111.170,111.150,111.130
