Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2022-06-01,28.4,17.4,95.8,0.0
2022-06-02,28,17.6,96.3,0.0
2022-06-03,26,17.8,96.2,15.2
2022-06-04,27,17.2,95.8,0.0
2022-06-05,27.6,17.8,95.8,0.0
2022-06-06,28.2,17.2,95.8,0.0
2022-06-07,28.6,18,95.9,10.8
2022-06-08,27.2,17.4,96.3,2.8
2022-06-09,27.6,17.4,95.8,0.0
2022-06-10,27.8,17.8,96.3,4.2
2022-06-11,26,17.2,96.2,5.6
2022-06-12,28,17,95.8,0.0
2022-06-13,27.2,17.6,96.3,0.0
2022-06-14,27,17.8,95.8,0.0
2022-06-15,28,17.2,96.3,0.0
2022-06-16,28.6,17.4,95.3,0.0
2022-06-17,28.8,17.6,95.9,0.0
2022-06-18,27.2,17.8,96.3,8.0
2022-06-19,26.8,17.2,95.7,0.0
2022-06-20,27.6,17.6,96.3,0.0
2022-06-21,27.8,18,96.3,2.4
2022-06-22,27.4,17.2,96.3,0.0
2022-06-23,25.8,17.2,96.7,2.8
2022-06-24,26.8,17,96.2,13.2
2022-06-25,24.6,17.2,96.1,0.0
2022-06-26,27,17,95.8,0.0
2022-06-27,28.4,17.4,95.3,0.0
2022-06-28,28.6,17.6,95.4,0.0
2022-06-29,28,17.4,95.8,0.0
2022-06-30,28.6,17.8,95.4,0.0
