Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2019-02-01,23,18.4,96.7,1.4
2019-02-02,23.6,18.2,96.7,0.0
2019-02-03,23.2,18.8,96.6,4.6
2019-02-04,22,18.2,96.5,6.8
2019-02-05,22.8,17.6,96.1,2.9
2019-02-06,25.2,17.4,95.7,2.6
2019-02-07,23.4,17.2,96.6,15.2
2019-02-08,23.2,17,96.6,4.2
2019-02-09,22.6,17.4,96.5,5.6
2019-02-10,23.4,17.8,96.1,3.8
2019-02-11,22.8,17.6,96.6,7.0
2019-02-12,22,17.4,96.5,2.8
2019-02-13,24,17.8,96.2,0.0
2019-02-14,26.2,18,95.7,0.0
2019-02-15,25.2,18.4,96.7,0.0
2019-02-16,25.8,18.6,96.2,0.0
2019-02-17,26,18.2,96.2,1.0
2019-02-18,25,18,96.7,32.2
2019-02-19,22.4,18.2,96.5,14.0
2019-02-20,21.8,18,96.5,8.4
2019-02-21,22,17.6,96.5,1.6
2019-02-22,23.8,17.4,96.7,1.0
2019-02-23,23.4,18.2,96.7,2.8
2019-02-24,27.4,18.4,95.8,12.6
2019-02-25,23.6,18,96.6,1.2
2019-02-26,24.2,17.8,96.2,4.2
2019-02-27,26,18.2,96.7,0.0
2019-02-28,27,17.6,95.2,0.0
