Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2025-02-01,28.4,18.2,96.3,4.2
2025-02-02,27.8,17.8,95.7,2.8
2025-02-03,28.8,18.2,94.8,0.0
2025-02-04,24.8,18.6,96.7,11.8
2025-02-05,27,17.8,95.3,0.0
2025-02-06,26.8,18,96.2,0.0
2025-02-07,27.6,17.8,95.4,6.4
2025-02-08,24,17.4,96.1,7.8
2025-02-09,27.2,17.2,96.8,0.0
2025-02-10,28,18,94.7,10.8
2025-02-11,26,17.6,96.7,42.5
2025-02-12,24,17,96.0,44.9
2025-02-13,26.6,16.8,96.3,32.0
2025-02-14,27.8,16.6,95.7,0.0
2025-02-15,29.4,17.2,95.4,2.8
2025-02-16,26,17,96.7,0.0
2025-02-17,28.4,17.8,95.8,45.0
2025-02-18,27.4,17.4,96.3,5.8
2025-02-19,26.4,17,95.2,13.0
2025-02-20,27,17.8,95.1,0.0
2025-02-21,28,17.2,95.4,0.0
2025-02-22,27.2,17,95.7,0.0
2025-02-23,27.8,17.4,95.3,10.8
2025-02-24,24,17.2,96.6,0.0
2025-02-25,27.2,17.6,96.3,0.0
2025-02-26,28,17.2,95.4,7.2
2025-02-27,27,17.6,95.2,3.8
2025-02-28,24.8,17.2,95.6,13.4
