Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2023-01-01,25.8,17,96.2,7.2
2023-01-02,28.2,16.8,94.1,0.0
2023-01-03,28.6,17.4,94.7,0.0
2023-01-04,29,17.6,94.2,0.0
2023-01-05,27.6,17.4,94.7,0.0
2023-01-06,27.6,17,96.2,0.0
2023-01-07,28.6,17.2,94.9,2.8
2023-01-08,27.4,17,96.3,0.0
2023-01-09,27.2,17.2,95.7,3.2
2023-01-10,27,16.8,95.2,7.4
2023-01-11,25.8,16.6,96.7,10.2
2023-01-12,27.6,17,95.8,0.0
2023-01-13,27,17.6,96.8,0.0
2023-01-14,28.4,17.8,95.7,12.8
2023-01-15,25.2,17.2,96.1,18.4
2023-01-16,25.4,17,96.7,0.0
2023-01-17,28.6,17.2,95.8,0.0
2023-01-18,27.6,17,95.7,12.8
2023-01-19,24.8,17.4,96.7,10.8
2023-01-20,24.6,16.8,96.1,8.8
2023-01-21,26.2,17,96.2,2.1
2023-01-22,24,16.6,95.6,0.0
2023-01-23,26.4,17,95.0,0.0
2023-01-24,24.2,17.2,96.0,0.0
2023-01-25,26,17.2,96.7,0.0
2023-01-26,28.4,16.8,95.7,0.0
2023-01-27,29.2,17.4,95.3,0.0
2023-01-28,28.2,17.4,95.1,0.0
2023-01-29,27.6,17,95.2,0.0
2023-01-30,27.4,17.6,96.8,0.0
2023-01-31,29.2,18,95.3,0.0
