Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2025-09-01,S/D,24.6,S/D,12.3
2025-09-02,S/D,24,S/D,3.0
2025-09-03,S/D,22.6,S/D,0.0
2025-09-04,S/D,23.4,S/D,9.8
2025-09-05,S/D,24,S/D,26.0
2025-09-06,S/D,23,S/D,34.1
2025-09-07,S/D,23,S/D,0.0
2025-09-08,S/D,24,S/D,5.4
2025-09-09,S/D,23.6,S/D,8.2
2025-09-10,S/D,24.2,S/D,4.5
2025-09-11,S/D,24.4,S/D,12.4
2025-09-12,S/D,23.2,S/D,4.0
2025-09-13,S/D,23.4,S/D,0.0
2025-09-14,S/D,24.6,S/D,4.0
2025-09-15,S/D,25,S/D,0.0
2025-09-16,S/D,24,S/D,0.0
2025-09-17,S/D,22.6,S/D,0.0
2025-09-18,S/D,24.2,S/D,7.2
2025-09-19,S/D,24,S/D,0.0
2025-09-20,S/D,25.2,S/D,0.0
2025-09-21,S/D,24.4,S/D,0.0
2025-09-22,S/D,24.6,S/D,0.0
2025-09-23,S/D,24.4,S/D,22.2
2025-09-24,S/D,23.4,S/D,5.8
2025-09-25,S/D,23,S/D,0.0
2025-09-26,S/D,23.4,S/D,3.2
2025-09-27,S/D,24.4,S/D,0.0
2025-09-28,S/D,25,S/D,0.0
2025-09-29,S/D,24.4,S/D,40.0
2025-09-30,S/D,23.8,S/D,0.0
2025-10-01,S/D,25.4,S/D,2.5
