Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2018-08-01,10.150,10.100,10.080,10.070
2018-08-02,10.120,10.160,10.180,10.190
2018-08-03,10.370,10.400,10.430,10.400
2018-08-04,10.280,10.020,9.970,9.820
2018-08-05,9.750,9.680,9.520,9.480
2018-08-06,9.420,9.310,9.300,9.300
2018-08-07,9.270,9.380,9.570,9.570
2018-08-08,9.560,9.620,9.760,9.840
2018-08-09,9.970,10.260,10.590,10.720
2018-08-10,10.900,10.970,11.100,11.270
2018-08-11,11.320,11.380,11.410,11.450
2018-08-12,11.600,11.720,11.830,11.970
2018-08-13,11.730,11.690,11.620,11.560
2018-08-14,11.170,11.200,10.900,10.820
2018-08-15,10.760,10.680,10.600,10.510
2018-08-16,10.220,9.980,9.950,9.960
2018-08-17,10.260,10.540,10.680,10.840
2018-08-18,11.080,11.200,11.460,11.690
2018-08-19,12.310,12.360,12.400,12.400
2018-08-20,12.260,12.100,12.020,11.860
2018-08-21,11.450,11.320,11.260,11.100
2018-08-22,10.940,10.880,10.840,10.810
2018-08-23,11.160,11.160,11.240,11.360
2018-08-24,11.670,11.720,11.780,11.840
2018-08-25,11.770,11.790,11.510,11.470
2018-08-26,11.400,11.100,10.860,10.700
2018-08-27,10.660,10.580,10.420,10.200
2018-08-28,10.080,10.090,10.120,10.150
2018-08-29,10.160,10.380,10.470,10.650
2018-08-30,10.880,10.950,11.040,11.100
2018-08-31,11.050,10.940,10.750,10.520
