Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2021-08-01,10.760,10.850,10.880,10.900
2021-08-02,10.980,11.020,11.050,11.090
2021-08-03,11.090,11.020,10.940,10.880
2021-08-04,10.770,10.740,10.740,10.760
2021-08-05,10.800,10.800,10.780,10.760
2021-08-06,10.640,10.560,10.450,10.380
2021-08-07,10.070,10.020,9.940,9.880
2021-08-08,9.670,9.640,9.620,9.640
2021-08-09,9.640,9.640,9.640,9.640
2021-08-10,9.600,9.580,9.550,9.500
2021-08-11,9.530,9.550,9.570,9.580
2021-08-12,9.560,9.560,9.580,9.620
2021-08-13,9.740,9.780,9.830,9.880
2021-08-14,10.090,10.110,10.150,9.880
2021-08-15,9.900,9.900,9.920,9.910
2021-08-16,9.840,9.840,9.830,9.820
2021-08-17,9.800,9.790,9.780,9.760
2021-08-18,9.720,9.700,9.690,9.670
2021-08-19,9.630,9.600,9.580,9.550
2021-08-20,9.560,9.570,9.570,9.560
2021-08-21,9.510,9.480,9.460,9.450
2021-08-22,9.380,9.360,9.360,9.330
2021-08-23,9.280,9.260,9.250,9.220
2021-08-24,9.140,9.140,9.120,9.120
2021-08-25,9.120,9.130,9.120,9.110
2021-08-26,9.100,9.100,9.080,9.080
2021-08-27,9.020,9.040,9.030,9.040
2021-08-28,9.020,8.990,8.980,8.980
2021-08-29,9.020,9.030,9.020,9.020
2021-08-30,8.950,8.940,8.920,8.920
2021-08-31,8.960,8.980,9.060,9.150
