FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2020-08-01,12.440,12.520,12.560,12.610
2020-08-02,12.760,12.710,12.800,12.850
2020-08-03,12.960,13.020,13.050,13.070
2020-08-04,13.030,12.970,12.940,12.900
2020-08-05,12.780,12.740,12.620,12.550
2020-08-06,12.500,12.430,12.380,12.320
2020-08-07,12.200,12.120,11.990,11.870
2020-08-08,11.840,11.800,11.770,11.720
2020-08-09,11.660,11.620,11.580,11.510
2020-08-10,11.530,11.530,11.520,11.540
2020-08-11,11.400,11.280,11.160,11.050
2020-08-12,10.920,10.790,10.700,10.640
2020-08-13,10.490,10.460,10.450,10.460
2020-08-14,10.260,10.240,10.200,10.170
2020-08-15,10.170,10.190,10.200,10.190
