FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2020-05-01,12.880,12.880,12.870,0.000
2020-05-04,13.440,0.000,0.000,0.000
2020-05-05,0.000,13.640,13.660,0.000
2020-05-06,13.780,0.000,0.000,0.000
2020-05-08,13.920,0.000,0.000,0.000
2020-05-13,13.820,13.790,0.000,0.000
2020-05-14,13.760,0.000,0.000,0.000
2020-05-15,13.700,0.000,0.000,0.000
2020-05-16,13.650,0.000,0.000,0.000
2020-05-18,13.490,0.000,0.000,0.000
2020-05-19,13.700,0.000,0.000,0.000
2020-05-20,13.840,0.000,0.000,0.000
2020-05-21,13.770,0.000,0.000,0.000
2020-05-22,13.680,0.000,0.000,0.000
2020-05-23,13.540,0.000,0.000,0.000
2020-05-25,13.540,0.000,0.000,0.000
