Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-09-01,5.990,5.910,5.870,5.970
2025-09-02,6.120,0.000,0.000,0.000
2025-09-03,0.000,0.000,5.700,5.700
2025-09-04,5.650,5.650,5.630,5.600
2025-09-05,5.570,5.570,5.570,5.550
2025-09-06,5.510,5.490,5.470,5.460
2025-09-07,5.430,5.410,5.390,5.420
2025-09-08,5.490,5.490,5.480,5.460
2025-09-09,5.420,5.400,5.370,5.350
2025-09-10,5.320,5.320,5.300,5.270
2025-09-11,5.250,5.290,5.280,5.260
2025-09-12,5.220,5.200,5.190,5.170
2025-09-13,5.140,5.200,5.260,5.310
2025-09-14,5.360,5.390,5.440,5.500
2025-09-15,6.000,6.050,6.090,6.130
2025-09-16,6.180,6.200,6.240,6.290
2025-09-17,6.340,6.360,6.360,6.380
2025-09-18,6.430,6.450,6.460,6.480
2025-09-19,6.520,6.500,6.490,6.470
2025-09-20,6.440,6.460,6.490,6.490
2025-09-21,6.530,6.560,6.580,6.610
2025-09-22,6.660,6.680,6.690,6.670
2025-09-23,6.640,6.640,6.640,6.650
2025-09-24,6.700,6.720,6.730,6.770
2025-09-25,6.790,6.800,6.820,6.820
2025-09-26,6.860,6.880,6.900,6.900
2025-09-27,6.940,6.940,6.940,6.950
2025-09-28,6.990,7.020,7.050,7.090
2025-09-29,7.130,7.140,7.160,7.170
2025-09-30,7.190,0.000,0.000,0.000
