FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2021-11-11,5.020,5.030,5.040,5.050
2021-11-12,5.080,5.080,5.080,5.070
2021-11-13,5.190,5.200,5.230,5.250
2021-11-14,5.270,5.350,0.000,5.390
2021-11-15,5.430,5.450,5.470,5.500
2021-11-16,5.540,5.550,5.560,5.570
2021-11-17,5.630,5.640,5.650,5.660
2021-11-18,5.820,5.830,5.840,5.860
2021-11-19,5.950,5.960,5.980,6.010
2021-11-20,5.990,5.990,5.930,5.890
2021-11-21,5.870,5.860,5.830,5.820
2021-11-22,5.760,5.750,5.740,5.730
2021-11-23,5.700,5.680,5.670,5.660
2021-11-24,5.630,5.620,5.610,5.600
2021-11-25,5.580,5.700,5.720,5.730
2021-11-26,5.750,5.930,5.970,6.010
2021-11-27,6.110,6.130,6.150,6.170
2021-11-28,6.310,6.350,6.390,6.410
