Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-08-01,8.160,8.160,8.160,8.160
2025-08-02,8.160,8.160,8.170,8.180
2025-08-03,8.250,8.250,8.250,8.250
2025-08-04,8.250,8.250,8.240,8.230
2025-08-05,8.210,8.200,8.190,8.170
2025-08-06,8.140,8.140,8.140,8.140
2025-08-07,8.140,8.140,8.140,8.140
2025-08-08,8.140,8.150,8.160,8.180
2025-08-09,8.240,8.280,8.320,8.370
2025-08-10,8.500,8.560,8.620,8.780
2025-08-11,8.820,8.830,8.840,8.850
2025-08-12,8.890,8.900,8.910,8.920
2025-08-13,8.960,8.930,8.900,8.870
2025-08-14,8.800,8.760,8.720,8.680
2025-08-15,8.720,8.740,8.760,8.790
2025-08-16,8.870,8.890,8.910,8.930
2025-08-17,8.990,9.010,9.030,9.060
2025-08-18,9.110,9.130,9.150,9.180
2025-08-19,9.230,9.240,9.260,9.280
2025-08-20,9.320,9.330,9.330,9.330
2025-08-21,9.300,9.280,9.250,9.220
2025-08-22,9.150,9.110,9.070,9.020
2025-08-23,8.870,8.830,8.780,8.730
2025-08-24,8.580,8.530,8.480,8.430
2025-08-25,8.280,8.240,8.200,8.160
2025-08-26,8.020,7.970,7.920,7.870
2025-08-27,7.730,7.690,7.650,7.600
2025-08-28,7.470,7.420,7.400,7.380
2025-08-29,7.320,7.320,7.330,7.340
2025-08-30,7.440,7.480,7.520,7.570
2025-08-31,7.680,7.690,7.700,7.710
