Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2020-11-01,2.200,2.170,2.130,2.090
2020-11-02,2.090,2.070,2.020,2.020
2020-11-03,2.020,2.020,1.990,1.980
2020-11-04,1.980,1.980,1.980,1.980
2020-11-05,1.940,1.930,1.930,1.920
2020-11-06,1.880,1.880,1.850,1.840
2020-11-07,1.800,1.800,1.750,1.710
2020-11-08,1.680,1.630,1.610,1.580
2020-11-09,1.470,1.450,1.410,1.350
2020-11-10,1.290,1.270,1.240,1.200
2020-11-11,1.100,1.100,1.080,1.080
2020-11-12,1.050,1.030,1.020,0.980
2020-11-13,0.940,0.920,0.800,0.740
2020-11-14,0.760,0.740,0.740,0.730
2020-11-15,0.790,0.800,0.800,0.800
2020-11-16,0.940,0.950,0.990,1.040
2020-11-17,1.110,1.120,1.140,1.160
2020-11-18,1.200,1.210,1.220,1.230
2020-11-19,1.400,1.420,1.450,1.550
2020-11-20,1.620,1.650,1.680,1.700
2020-11-21,1.790,1.820,1.860,1.900
2020-11-22,1.880,1.890,1.900,1.920
2020-11-23,1.900,1.910,1.920,1.920
2020-11-24,2.010,2.040,2.060,2.090
2020-11-25,2.260,2.280,2.320,2.350
2020-11-26,2.430,2.560,2.700,2.750
2020-11-27,2.880,2.920,2.950,2.980
2020-11-28,3.120,3.140,3.180,3.200
2020-11-29,3.260,3.270,3.280,3.300
2020-11-30,3.350,3.360,3.370,3.380
