Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-07-01,12.270,12.260,12.250,12.230
2025-07-02,12.190,12.180,12.170,12.150
2025-07-03,12.120,12.110,12.100,12.080
2025-07-04,12.040,12.030,12.020,12.010
2025-07-05,11.980,11.970,11.960,11.940
2025-07-06,11.900,11.890,11.880,11.860
2025-07-07,11.830,11.830,11.830,11.820
2025-07-08,11.810,11.800,11.790,11.770
2025-07-09,11.740,11.740,11.740,11.730
2025-07-10,11.720,11.720,11.710,11.700
2025-07-11,11.680,11.670,11.660,11.640
2025-07-12,11.600,11.580,11.560,11.540
2025-07-13,11.490,11.470,11.450,11.430
2025-07-14,11.350,11.320,11.290,11.260
2025-07-15,11.190,11.160,11.130,11.100
2025-07-16,11.010,10.980,10.960,10.940
2025-07-17,10.880,10.860,10.840,10.820
2025-07-18,10.750,10.720,10.690,10.660
2025-07-19,10.570,10.530,10.490,10.450
2025-07-20,10.320,10.280,10.240,10.200
2025-07-21,10.070,10.030,9.990,9.950
2025-07-22,9.810,9.780,9.740,9.700
2025-07-23,9.590,9.590,9.590,9.590
2025-07-24,9.590,9.570,9.550,9.530
2025-07-25,9.460,9.420,9.380,9.340
2025-07-26,9.230,9.180,9.130,9.070
2025-07-27,8.900,8.850,8.800,8.750
2025-07-28,8.610,8.570,8.530,8.490
2025-07-29,8.420,8.390,8.360,8.330
2025-07-30,8.280,8.270,8.260,8.250
2025-07-31,8.210,8.200,8.190,8.180
