Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2021-01-01,6.350,6.350,6.350,6.360
2021-01-02,6.400,6.410,6.410,6.420
2021-01-03,6.420,6.420,6.420,6.420
2021-01-04,6.500,6.510,6.530,6.560
2021-01-05,6.630,6.650,6.670,6.700
2021-01-06,6.780,6.800,6.880,6.940
2021-01-07,7.070,7.090,7.130,7.160
2021-01-08,0.000,7.940,7.960,7.980
2021-01-09,8.020,8.020,8.030,8.040
2021-01-10,8.100,8.110,8.120,8.140
2021-01-11,8.200,8.200,8.210,8.220
2021-01-12,8.240,8.240,8.250,8.260
2021-01-13,8.270,8.270,8.290,8.310
2021-01-14,8.330,8.340,8.350,8.360
2021-01-15,8.380,8.380,8.380,8.380
2021-01-16,8.380,8.380,8.380,8.380
2021-01-17,8.390,8.390,8.390,8.390
2021-01-18,8.390,8.390,8.390,8.390
2021-01-19,8.400,8.350,8.240,8.220
2021-01-20,8.190,8.190,8.190,8.180
2021-01-21,8.150,8.140,8.130,8.120
2021-01-22,8.100,8.100,8.090,8.080
2021-01-23,8.070,8.070,8.070,8.070
2021-01-24,8.070,8.070,8.070,8.070
2021-01-25,8.070,8.080,8.090,8.100
2021-01-26,8.120,8.140,8.160,8.180
2021-01-27,8.290,8.310,8.310,8.320
2021-01-28,8.350,8.350,8.360,8.370
2021-01-29,8.390,8.400,8.400,8.410
2021-01-30,8.430,8.430,8.440,8.450
2021-01-31,8.480,8.480,8.480,8.490
