Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2025-04-01,31,22.5,89.8,9.6
2025-04-02,25,20,95.5,0.0
2025-04-03,31.4,22,93.5,0.0
2025-04-04,28,22.5,93.7,0.0
2025-04-05,31,23,90.7,0.0
2025-04-06,30.4,21,92.8,0.0
2025-04-07,32,21,88.1,0.0
2025-04-08,32,22,88.7,0.0
2025-04-09,29,24.5,94.5,0.0
2025-04-10,31,22.5,89.4,9.2
2025-04-11,29,24,94.9,0.0
2025-04-12,30,23.5,95.0,14.7
2025-04-13,32.6,24,90.0,42.0
2025-04-14,25.4,21.5,97.3,0.0
2025-04-15,30,22,94.0,0.0
2025-04-16,33.6,22,89.5,0.0
2025-04-17,33,23.5,90.9,0.0
2025-04-18,33.6,24,85.9,0.0
2025-04-19,33.6,24,89.6,35.8
2025-04-20,28,24,95.3,10.2
2025-04-21,31.6,22,90.9,0.0
2025-04-22,33.2,23.5,93.9,0.0
2025-04-23,30.8,24,94.4,0.0
2025-04-24,32.4,24,94.1,13.3
2025-04-25,32.4,24,94.7,0.0
2025-04-26,33.8,24,91.4,0.0
2025-04-27,32,24,94.2,23.2
2025-04-28,30.8,23.5,94.0,3.2
2025-04-29,28.4,22,93.3,0.0
2025-04-30,30.2,22,93.0,0.0
