Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2024-01-01,31,23,93.4,0.0
2024-01-02,32.8,23,87.6,0.0
2024-01-03,33.4,23,89.0,31.8
2024-01-04,31,23.5,92.0,0.0
2024-01-05,33,24,86.9,0.0
2024-01-06,33.6,23.5,91.6,0.0
2024-01-07,34,23,89.1,0.0
2024-01-08,33.6,25,90.3,0.0
2024-01-09,35.2,26,90.8,0.0
2024-01-10,34.6,25.5,89.5,16.4
2024-01-11,33.2,25.5,93.9,0.0
2024-01-12,32,25.5,92.8,0.0
2024-01-13,31,24.5,93.0,12.6
2024-01-14,30,23.5,95.0,35.6
2024-01-15,30,24,95.0,0.0
2024-01-16,33.6,23.5,91.1,24.3
2024-01-17,30,25.5,95.5,30.6
2024-01-18,32,24.5,92.2,0.0
2024-01-19,32.2,24.2,91.5,16.8
2024-01-20,32,25,94.7,0.0
2024-01-21,32.6,23.5,93.1,0.0
2024-01-22,34,24,86.9,0.0
2024-01-23,33.2,25,95.1,20.6
2024-01-24,31,23.5,94.9,0.0
2024-01-25,31.2,24.5,96.9,2.2
2024-01-26,30.6,25,95.5,0.0
2024-01-27,32.4,24.5,93.2,0.0
2024-01-28,33,24,91.9,0.0
2024-01-29,34,24,92.0,0.0
2024-01-30,29,25.5,95.9,3.6
2024-01-31,34,24,93.4,0.0
