Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2018-08-01,25,18.5,93.4,0.0
2018-08-02,29,18,93.7,0.0
2018-08-03,30,19,93.3,0.0
2018-08-04,28,21,92.2,10.2
2018-08-05,19.8,16,92.0,8.3
2018-08-06,24,16,94.6,0.0
2018-08-07,30,18,91.3,0.0
2018-08-08,30.2,20,92.5,0.0
2018-08-09,29,22,92.5,0.0
2018-08-10,29.2,15,89.1,0.0
2018-08-11,30.2,17.5,91.4,0.0
2018-08-12,33.2,19,86.3,0.0
2018-08-13,33.6,21.5,92.3,0.0
2018-08-14,33.8,21.5,93.7,0.0
2018-08-15,23,20,96.5,0.0
2018-08-16,29,17,92.7,0.0
2018-08-17,31.2,18,92.8,0.0
2018-08-18,33.4,20,93.7,0.0
2018-08-19,31,22,87.8,84.6
2018-08-20,17.8,17,96.1,0.0
2018-08-21,23.2,14,89.6,0.0
2018-08-22,27.6,15,88.6,0.0
2018-08-23,31.2,16,94.1,0.0
2018-08-24,32.8,19.5,93.8,0.0
2018-08-25,33.6,20.5,91.0,0.0
2018-08-26,26,18,89.0,0.0
2018-08-27,30,16,94.2,0.0
2018-08-28,33.2,18.5,91.4,0.0
2018-08-29,33.6,19,88.4,0.0
2018-08-30,34.6,20.5,92.7,0.0
2018-08-31,34.8,21.5,89.5,0.0
