Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2018-05-01,30.8,22.5,93.1,0.0
2018-05-02,33,22.5,91.9,0.0
2018-05-03,33.2,23,94.2,0.0
2018-05-04,27,24,96.3,2.4
2018-05-05,31.2,21,91.7,0.8
2018-05-06,30,22,96.2,9.6
2018-05-07,32.8,21.5,93.2,0.0
2018-05-08,31,22,94.0,0.0
2018-05-09,32,23,92.6,0.0
2018-05-10,32.2,23,92.7,0.0
2018-05-11,32,22.5,93.7,111.3
2018-05-12,26,18,96.7,0.0
2018-05-13,30.6,19.5,95.1,0.0
2018-05-14,31.2,20,94.5,0.0
2018-05-15,31.4,21,93.5,0.0
2018-05-16,28,23,97.3,0.0
2018-05-17,32.2,22,95.6,0.0
2018-05-18,31.6,23,95.1,0.0
2018-05-19,28.6,22.5,95.8,0.0
2018-05-20,25.6,18,90.2,0.0
2018-05-21,27.6,15,95.1,0.0
2018-05-22,29.2,17.5,95.7,0.0
2018-05-23,28.6,19.5,92.2,0.0
2018-05-24,30,17,88.9,0.0
2018-05-25,29,17.5,90.3,0.0
2018-05-26,30.6,18,91.9,0.0
2018-05-27,32.4,18.5,92.1,0.0
2018-05-28,32.6,21.5,91.3,0.0
2018-05-29,30.6,23,92.7,22.6
2018-05-30,28,22.5,94.7,6.3
2018-05-31,29.4,22,96.3,5.8
