Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-02-01,7.490,0.000,0.000,0.000
2025-02-02,7.510,0.000,0.000,0.000
2025-02-03,7.600,0.000,0.000,0.000
2025-02-04,7.690,0.000,0.000,0.000
2025-02-05,7.750,0.000,0.000,0.000
2025-02-06,7.830,0.000,0.000,0.000
2025-02-07,7.900,0.000,0.000,0.000
2025-02-08,7.980,0.000,0.000,0.000
2025-02-09,0.000,8.040,0.000,0.000
2025-02-10,8.160,0.000,0.000,0.000
2025-02-11,8.330,0.000,0.000,0.000
2025-02-12,8.500,0.000,0.000,0.000
2025-02-13,8.700,0.000,0.000,0.000
2025-02-14,8.900,0.000,0.000,0.000
2025-02-15,9.030,0.000,0.000,0.000
2025-02-16,9.120,0.000,0.000,0.000
2025-02-17,9.170,0.000,0.000,0.000
2025-02-18,9.270,0.000,0.000,0.000
2025-02-19,9.330,0.000,0.000,0.000
2025-02-20,9.370,0.000,0.000,0.000
2025-02-21,9.430,0.000,0.000,0.000
2025-02-22,9.560,0.000,0.000,0.000
2025-02-23,9.680,0.000,0.000,0.000
2025-02-24,9.820,0.000,0.000,0.000
2025-02-25,9.970,0.000,0.000,0.000
2025-02-26,10.100,0.000,0.000,0.000
2025-02-27,10.200,0.000,0.000,0.000
2025-02-28,10.300,0.000,0.000,0.000
