Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-06-01,10.400,10.400,10.400,10.400
2025-06-02,10.420,10.410,10.400,10.390
2025-06-03,10.320,10.300,10.280,10.260
2025-06-04,10.160,10.130,10.100,10.070
2025-06-05,9.870,9.860,9.850,9.840
2025-06-06,9.800,9.790,9.780,9.770
2025-06-07,9.700,9.680,9.660,9.640
2025-06-08,9.400,9.370,9.340,9.310
2025-06-09,8.980,8.950,8.920,8.890
2025-06-10,8.700,8.660,8.620,8.580
2025-06-11,8.490,8.450,8.410,8.370
2025-06-12,8.260,8.240,8.220,8.200
2025-06-13,8.200,8.230,8.260,8.280
2025-06-14,8.400,8.450,8.500,8.550
2025-06-15,8.680,8.700,8.720,8.740
2025-06-16,8.800,8.830,8.860,8.890
2025-06-17,8.920,8.940,8.960,8.930
2025-06-18,9.060,9.080,9.100,9.120
2025-06-19,9.180,9.200,9.220,9.240
2025-06-20,9.360,9.400,9.440,9.490
2025-06-21,9.620,9.640,9.660,9.680
2025-06-22,9.670,9.660,9.650,9.640
2025-06-23,9.540,9.530,9.520,9.510
2025-06-24,9.300,9.280,9.260,9.240
2025-06-25,9.160,9.140,9.120,9.100
2025-06-26,8.900,8.860,8.820,8.780
2025-06-27,8.480,8.460,8.440,8.420
2025-06-28,8.400,8.390,8.380,8.370
2025-06-29,8.320,8.320,8.320,8.320
2025-06-30,8.280,8.280,8.280,8.280
