Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2020-01-01,10.870,10.870,10.870,10.870
2020-01-02,10.870,10.870,10.880,10.900
2020-01-03,10.950,10.960,10.970,10.980
2020-01-04,11.070,11.080,11.090,11.110
2020-01-05,11.150,11.150,11.170,11.180
2020-01-06,11.220,11.230,11.240,11.250
2020-01-07,11.300,11.300,11.300,11.300
2020-01-08,11.300,11.310,11.310,11.320
2020-01-09,11.350,11.370,11.380,11.400
2020-01-10,11.430,11.440,11.460,11.480
2020-01-11,11.500,11.520,11.540,11.560
2020-01-12,11.560,11.560,11.560,11.560
2020-01-13,11.550,11.540,11.540,11.530
2020-01-14,11.500,11.470,11.470,11.460
2020-01-15,11.440,11.430,11.420,11.410
2020-01-16,11.350,11.330,11.310,11.290
2020-01-17,11.220,11.190,11.160,11.140
2020-01-18,11.120,11.110,11.100,11.090
2020-01-19,11.080,11.070,11.060,11.050
2020-01-20,11.050,11.050,11.050,11.050
2020-01-21,11.040,11.030,11.030,11.020
2020-01-22,10.980,10.980,10.970,10.970
2020-01-23,10.970,10.960,10.950,10.940
2020-01-24,10.890,10.880,10.870,10.870
2020-01-25,10.850,10.840,10.830,10.810
2020-01-26,10.800,10.790,10.790,10.780
2020-01-27,10.750,10.750,10.740,10.740
2020-01-28,10.730,10.720,10.710,10.710
2020-01-29,10.690,10.690,10.690,10.690
2020-01-30,10.700,10.720,10.750,10.770
2020-01-31,10.780,10.780,10.770,10.770
