Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2021-01-01,10.550,10.580,10.610,10.610
2021-01-02,10.730,10.740,10.760,10.780
2021-01-03,10.840,10.840,10.840,10.860
2021-01-04,10.950,10.950,10.950,10.950
2021-01-05,11.020,11.050,11.070,11.070
2021-01-06,11.150,11.200,11.230,11.250
2021-01-07,11.270,11.270,11.280,11.290
2021-01-08,11.310,11.310,11.330,11.340
2021-01-09,11.340,11.340,11.350,11.350
2021-01-10,11.390,11.410,11.440,11.440
2021-01-11,11.450,11.450,11.450,11.460
2021-01-12,11.490,11.490,11.510,11.510
2021-01-13,11.510,11.510,11.510,11.510
2021-01-14,11.490,11.490,11.480,11.470
2021-01-15,11.440,11.440,11.440,11.430
2021-01-16,11.370,11.370,11.370,11.340
2021-01-17,11.340,11.340,11.340,11.340
2021-01-18,11.340,11.360,11.360,11.360
2021-01-19,11.360,11.360,11.360,11.360
2021-01-20,11.360,11.370,11.370,11.380
2021-01-21,11.380,11.400,11.420,11.440
2021-01-22,11.450,11.470,11.470,11.480
2021-01-23,11.500,11.540,11.560,11.560
2021-01-24,11.560,11.580,11.590,11.600
2021-01-25,11.600,11.600,11.600,11.600
2021-01-26,11.600,11.620,11.620,11.620
2021-01-27,11.570,11.550,11.550,11.540
2021-01-28,11.520,11.520,11.520,11.520
2021-01-29,11.470,11.470,11.450,11.420
2021-01-30,11.420,11.410,11.410,11.400
2021-01-31,11.370,11.360,11.350,11.340
