Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2024-04-01,14.700,14.700,14.700,14.700
2024-04-02,14.700,14.650,14.600,14.500
2024-04-03,14.500,14.480,14.460,14.440
2024-04-04,14.420,14.400,14.380,14.360
2024-04-05,14.340,14.320,14.300,14.280
2024-04-06,14.260,14.240,14.220,14.200
2024-04-07,14.180,14.160,14.160,14.120
2024-04-08,14.100,14.080,14.060,14.040
2024-04-09,14.020,14.000,13.980,13.960
2024-04-10,13.940,13.920,13.900,13.880
2024-04-11,13.860,13.840,13.820,13.800
2024-04-12,13.800,13.820,13.840,13.860
2024-04-13,13.860,13.860,13.860,13.860
2024-04-14,13.840,13.820,13.800,13.780
2024-04-15,13.740,13.720,13.700,13.680
2024-04-16,13.660,13.600,13.550,13.500
2024-04-17,13.450,13.400,13.350,13.300
2024-04-18,13.250,13.200,13.150,13.100
2024-04-19,13.050,13.050,12.900,12.850
2024-04-20,12.800,12.820,12.840,12.860
2024-04-21,12.880,12.900,12.920,12.940
2024-04-22,12.960,12.980,13.000,13.020
2024-04-23,13.040,13.060,13.080,13.100
2024-04-24,13.120,13.140,13.160,13.180
2024-04-25,13.180,13.180,13.180,13.180
2024-04-26,13.160,13.140,13.120,13.100
2024-04-27,13.080,13.060,13.000,12.980
2024-04-28,12.960,12.940,12.920,12.900
2024-04-29,12.880,12.860,12.840,12.820
2024-04-30,12.800,12.780,12.760,12.740
