Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-09-01,2.020,1.930,1.850,1.790
2025-09-02,1.740,1.710,1.680,1.660
2025-09-03,1.640,1.640,1.630,1.630
2025-09-04,1.620,1.620,1.640,1.650
2025-09-05,1.680,1.700,1.730,1.760
2025-09-06,1.790,1.820,1.850,1.880
2025-09-07,1.910,1.940,1.960,2.030
2025-09-08,2.070,2.190,2.300,2.430
2025-09-09,2.620,2.720,2.810,2.880
2025-09-10,2.980,2.990,2.990,2.990
2025-09-11,2.980,3.030,3.060,3.090
2025-09-12,3.150,3.170,3.190,3.210
2025-09-13,3.250,3.240,3.240,3.230
2025-09-14,3.230,3.230,3.220,3.210
2025-09-15,3.200,3.040,2.880,2.750
2025-09-16,2.570,2.510,2.460,2.410
2025-09-17,2.350,2.290,2.210,2.150
2025-09-18,2.090,2.020,1.950,1.890
2025-09-19,1.770,1.690,1.650,1.610
2025-09-20,1.560,1.570,1.580,1.580
2025-09-21,1.550,1.520,1.470,1.430
2025-09-22,1.320,1.240,1.180,1.100
2025-09-23,1.000,0.820,0.750,0.500
2025-09-24,0.330,0.250,0.190,0.150
2025-09-25,0.210,0.390,0.520,0.630
2025-09-26,0.780,0.810,0.810,0.820
2025-09-27,0.830,0.830,0.840,0.850
2025-09-28,0.870,0.890,0.910,0.930
2025-09-29,0.970,0.970,0.980,0.980
2025-09-30,0.980,1.050,1.100,1.140
