Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2026-02-01,11.150,11.150,11.160,11.160
2026-02-02,11.150,11.140,11.130,11.120
2026-02-03,11.070,11.050,11.040,11.020
2026-02-04,10.980,10.960,10.960,10.940
2026-02-05,10.890,10.880,10.870,10.860
2026-02-06,10.800,10.770,10.760,10.740
2026-02-07,10.670,10.650,10.630,10.600
2026-02-08,10.550,10.520,10.520,10.520
2026-02-09,10.500,10.390,10.370,10.350
2026-02-10,10.300,10.290,10.280,10.260
2026-02-11,10.200,10.190,10.160,10.140
2026-02-12,10.080,10.050,10.050,10.030
2026-02-13,9.970,9.930,9.890,9.870
2026-02-14,9.880,9.890,9.880,9.880
2026-02-15,9.860,9.860,9.850,9.850
2026-02-16,9.840,9.840,9.840,9.830
2026-02-17,9.810,9.870,9.890,9.910
2026-02-18,9.970,9.990,10.000,10.020
2026-02-19,10.060,10.070,10.090,10.100
2026-02-20,10.120,10.120,10.130,10.130
2026-02-21,10.140,10.150,10.150,10.150
2026-02-22,10.150,10.150,10.150,10.150
2026-02-23,10.150,10.150,10.160,10.150
2026-02-24,10.150,10.140,10.150,10.150
2026-02-25,10.160,10.160,10.170,10.170
2026-02-26,10.170,10.170,10.160,10.160
2026-02-27,10.150,10.140,10.130,10.120
2026-02-28,10.100,10.090,10.070,10.050
