Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-08-01,2.520,2.490,2.480,2.480
2025-08-02,2.520,2.540,2.570,2.600
2025-08-03,2.680,2.720,2.760,2.790
2025-08-04,2.820,2.850,2.840,2.810
2025-08-05,2.770,2.730,2.700,2.680
2025-08-06,2.740,2.780,2.830,2.860
2025-08-07,2.900,2.920,2.950,3.000
2025-08-08,3.150,3.230,3.300,3.370
2025-08-09,3.560,3.600,3.640,3.680
2025-08-10,3.730,3.760,3.780,3.800
2025-08-11,3.830,3.840,3.840,3.850
2025-08-12,3.860,3.820,3.790,3.750
2025-08-13,3.710,3.670,3.620,3.570
2025-08-14,3.470,3.410,3.340,3.290
2025-08-15,3.220,3.210,3.180,3.190
2025-08-16,3.240,3.260,3.300,3.330
2025-08-17,3.320,3.280,3.250,3.220
2025-08-18,3.170,3.140,3.100,3.080
2025-08-19,3.040,3.030,3.020,3.010
2025-08-20,2.990,2.990,2.990,2.990
2025-08-21,3.000,3.000,2.990,2.980
2025-08-22,2.970,2.950,2.930,2.900
2025-08-23,2.870,2.860,2.850,2.840
2025-08-24,2.860,2.890,2.930,2.950
2025-08-25,2.980,2.970,2.960,2.960
2025-08-26,2.950,2.910,2.880,2.860
2025-08-27,2.840,2.820,2.760,2.710
2025-08-28,2.670,2.620,2.580,2.540
2025-08-29,2.500,2.480,2.450,2.430
2025-08-30,2.390,2.350,2.310,2.270
2025-08-31,2.220,2.160,2.110,2.070
