Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2023-08-01,5.130,5.130,5.130,5.130
2023-08-02,5.150,5.170,5.190,5.210
2023-08-03,5.250,5.280,5.300,5.320
2023-08-04,5.360,5.380,5.400,5.430
2023-08-05,5.480,5.480,5.470,5.470
2023-08-06,5.480,5.480,5.480,5.480
2023-08-07,5.500,5.580,5.550,5.540
2023-08-08,5.400,5.380,5.350,5.330
2023-08-09,5.270,5.250,5.230,5.190
2023-08-10,5.110,5.090,5.070,5.050
2023-08-11,4.950,4.930,4.900,4.880
2023-08-12,4.800,4.780,4.750,4.730
2023-08-13,4.680,4.670,4.650,4.630
2023-08-14,4.550,4.560,4.580,4.580
2023-08-15,4.600,4.600,4.620,4.620
2023-08-16,4.650,4.650,4.650,4.650
2023-08-17,4.680,4.700,4.710,4.730
2023-08-18,4.750,4.750,4.740,4.740
2023-08-19,4.700,4.720,4.750,4.770
2023-08-20,4.800,4.830,4.850,4.880
2023-08-21,4.970,4.970,4.970,4.970
2023-08-22,4.990,4.970,4.950,4.930
2023-08-23,4.850,4.830,4.800,4.780
2023-08-24,4.700,4.670,4.650,4.610
2023-08-25,4.500,4.470,4.440,4.400
2023-08-26,4.350,4.370,4.390,4.400
2023-08-27,4.410,4.410,4.430,4.450
2023-08-28,4.590,4.620,4.650,4.680
2023-08-29,4.750,4.700,4.670,4.640
2023-08-30,4.480,4.450,4.430,4.380
2023-08-31,4.200,4.150,4.130,4.090
