Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-03-01,6.270,6.290,6.320,6.350
2025-03-02,6.410,6.410,6.430,6.430
2025-03-03,6.520,6.530,6.540,6.550
2025-03-04,6.610,6.610,6.630,6.660
2025-03-05,6.720,6.720,6.720,6.720
2025-03-06,6.790,6.800,6.810,6.810
2025-03-07,6.840,6.840,6.840,6.840
2025-03-08,6.880,6.890,6.900,6.920
2025-03-09,6.960,6.970,6.970,6.990
2025-03-10,7.090,7.050,7.030,7.010
2025-03-11,6.930,6.920,6.920,6.910
2025-03-12,6.870,6.860,6.850,6.840
2025-03-13,6.800,6.800,6.800,6.800
2025-03-14,6.720,6.710,6.710,6.700
2025-03-15,6.750,6.740,6.740,6.730
2025-03-16,6.690,6.680,6.670,6.670
2025-03-17,6.620,6.620,6.610,6.600
2025-03-18,6.550,6.540,6.530,6.510
2025-03-19,6.470,6.450,6.430,6.410
2025-03-20,6.360,6.330,6.300,6.260
2025-03-21,6.180,6.180,6.180,6.180
2025-03-22,6.150,6.130,6.130,6.110
2025-03-23,6.170,6.190,6.210,6.230
2025-03-24,6.360,6.370,6.390,6.390
2025-03-25,6.420,6.420,6.410,6.400
2025-03-26,6.350,6.360,6.370,6.380
2025-03-27,6.410,6.410,6.410,6.410
2025-03-28,6.390,6.380,6.360,6.340
2025-03-29,6.300,6.300,6.300,6.300
2025-03-30,6.250,6.240,6.240,6.230
2025-03-31,6.280,6.310,6.330,6.360
