Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2023-11-01,1.700,1.730,1.700,1.680
2023-11-02,1.550,1.530,1.500,1.490
2023-11-03,1.450,1.430,1.400,1.380
2023-11-04,1.300,1.330,1.360,1.390
2023-11-05,1.450,1.470,1.480,1.520
2023-11-06,1.870,1.890,1.900,1.920
2023-11-07,1.980,1.980,1.960,1.960
2023-11-08,1.900,1.900,1.900,1.900
2023-11-09,1.850,1.870,1.890,1.920
2023-11-10,1.960,2.020,2.040,2.060
2023-11-11,2.150,2.180,2.220,2.250
2023-11-12,2.350,2.380,2.400,2.420
2023-11-13,2.550,2.550,2.530,2.530
2023-11-14,2.490,2.470,2.450,2.430
2023-11-15,2.400,2.430,2.460,2.490
2023-11-16,2.730,2.750,2.770,2.790
2023-11-17,2.840,2.870,2.890,2.910
2023-11-18,3.050,3.030,3.020,3.020
2023-11-19,3.040,3.040,3.040,3.040
2023-11-20,3.060,3.070,3.090,3.100
2023-11-21,3.130,3.120,3.100,3.080
2023-11-22,3.050,3.050,3.050,3.050
2023-11-23,3.080,3.060,3.030,3.020
2023-11-24,2.950,2.930,2.900,2.880
2023-11-25,2.850,2.830,2.800,2.780
2023-11-26,2.730,2.700,2.680,2.660
2023-11-27,2.550,2.570,2.590,2.620
2023-11-28,2.810,2.830,2.850,2.880
2023-11-29,2.970,3.020,3.050,3.080
2023-11-30,3.230,3.260,3.290,3.320
