Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2025-01-01,5.750,5.770,5.790,5.810
2025-01-02,5.870,5.870,5.850,5.850
2025-01-03,5.790,5.800,5.810,5.840
2025-01-04,5.900,5.870,5.840,5.800
2025-01-05,5.710,5.680,5.650,5.630
2025-01-06,5.550,5.530,5.510,5.490
2025-01-07,5.410,5.430,5.450,5.470
2025-01-08,5.530,5.490,5.460,5.420
2025-01-09,5.250,5.230,5.210,5.190
2025-01-10,5.120,5.120,5.120,5.120
2025-01-11,5.090,5.090,5.110,5.110
2025-01-12,5.130,5.150,5.160,5.170
2025-01-13,5.200,5.180,5.160,5.140
2025-01-14,5.070,5.040,5.010,4.980
2025-01-15,4.640,4.610,4.580,4.540
2025-01-16,4.390,4.350,4.310,4.270
2025-01-17,4.050,3.940,3.940,3.890
2025-01-18,3.670,3.620,3.570,3.520
2025-01-19,3.250,3.200,3.150,3.100
2025-01-20,2.870,2.820,2.760,2.700
2025-01-21,2.550,2.490,2.430,2.370
2025-01-22,2.260,2.220,2.180,2.140
2025-01-23,2.110,2.140,2.170,2.200
2025-01-24,2.300,2.330,2.360,2.390
2025-01-25,2.570,2.550,2.530,2.500
2025-01-26,2.450,2.430,2.400,2.380
2025-01-27,2.250,2.250,2.250,2.250
2025-01-28,2.160,2.160,2.150,2.150
2025-01-29,2.200,2.210,2.220,2.220
2025-01-30,2.310,2.310,2.310,2.310
2025-01-31,2.390,2.390,2.380,2.360
