Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,NIVEL DEL RIO (M) 06,NIVEL DEL RIO (M) 10,NIVEL DEL RIO (M) 14,NIVEL DEL RIO (M) 18
2023-10-01,1.790,1.790,1.800,1.800
2023-10-02,1.770,1.770,1.770,1.770
2023-10-03,1.750,1.740,1.720,1.700
2023-10-04,1.660,1.640,1.620,1.600
2023-10-05,1.550,1.550,1.540,1.540
2023-10-06,1.500,1.500,1.480,1.470
2023-10-07,1.450,1.450,1.450,1.450
2023-10-08,1.480,1.480,1.500,1.500
2023-10-09,1.550,1.530,1.500,1.480
2023-10-10,1.400,1.480,1.480,1.440
2023-10-11,1.300,1.300,1.280,1.250
2023-10-12,1.230,1.220,1.200,1.200
2023-10-13,1.180,1.180,1.180,1.180
2023-10-14,1.150,1.180,1.200,1.220
2023-10-15,1.280,1.300,1.320,1.340
2023-10-16,1.400,1.430,1.460,1.490
2023-10-17,1.650,1.680,1.700,1.720
2023-10-18,1.800,1.800,1.800,1.800
2023-10-19,1.820,1.820,1.840,1.840
2023-10-20,1.860,1.880,1.900,1.940
2023-10-21,2.200,2.220,2.240,2.260
2023-10-22,2.300,2.300,2.300,2.300
2023-10-23,2.350,2.330,2.290,2.270
2023-10-24,2.190,2.190,2.190,2.190
2023-10-25,2.220,2.240,2.260,2.280
2023-10-26,2.360,2.350,2.340,2.350
2023-10-27,2.380,2.350,2.330,2.300
2023-10-28,2.200,2.180,2.160,2.140
2023-10-29,2.100,2.080,2.060,2.040
2023-10-30,2.030,1.980,1.950,1.940
2023-10-31,1.900,1.880,1.850,1.830
