Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2017-09-01,33.4,22.8,83.4,0.8
2017-09-02,34.6,22.8,77.1,0.0
2017-09-03,34.6,22.8,78.6,0.0
2017-09-04,35.6,23,76.3,0.0
2017-09-05,35.2,23.4,81.3,21.2
2017-09-06,32.6,22.4,77.6,0.0
2017-09-07,34,23,68.3,0.3
2017-09-08,31.2,22.6,87.7,8.0
2017-09-09,34,22.8,80.8,0.0
2017-09-10,34.8,23,76.3,0.0
2017-09-11,34.4,23.2,80.6,4.0
2017-09-12,35,21.8,78.0,1.8
2017-09-13,34,22.8,78.6,0.0
2017-09-14,33.8,23,76.5,0.0
2017-09-15,33.8,23.2,78.6,3.5
2017-09-16,30,22.8,87.0,15.3
2017-09-17,26.4,21.8,88.0,0.0
2017-09-18,32.6,22,75.6,0.0
2017-09-19,33.6,23,79.8,0.0
2017-09-20,34,23.4,77.1,0.0
2017-09-21,35.4,23.6,78.1,0.5
2017-09-22,34.8,21.8,75.1,26.2
2017-09-23,30.4,21.8,84.0,0.0
2017-09-24,28.2,22,94.0,27.5
2017-09-25,32.8,21.4,79.1,0.0
2017-09-26,33.4,22.8,77.0,0.0
2017-09-27,34,23.2,72.0,0.0
2017-09-28,34.8,22.8,80.0,7.5
2017-09-29,32,22.4,83.3,0.1
2017-09-30,31.8,23,80.5,0.0
