Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2022-09-01,34.4,23,81.6,0.0
2022-09-02,35.4,24.6,82.7,0.0
2022-09-03,34.4,24.2,84.2,5.8
2022-09-04,28.4,22.6,93.7,5.5
2022-09-05,31.2,22.2,85.3,0.0
2022-09-06,32.2,24.2,84.1,0.0
2022-09-07,33,23,81.2,0.0
2022-09-08,34.8,23.6,77.9,0.0
2022-09-09,33.8,24,91.5,7.1
2022-09-10,29.6,22.2,91.8,0.0
2022-09-11,33.8,23,80.2,0.0
2022-09-12,35.2,23.4,77.4,0.0
2022-09-13,35.2,24.6,79.1,0.0
2022-09-14,35.8,24.4,74.2,2.8
2022-09-15,32.4,24.4,93.8,0.2
2022-09-16,26,20.6,89.4,0.0
2022-09-17,32.6,20.4,91.1,0.0
2022-09-18,35.4,23.4,82.9,0.0
2022-09-19,35.8,24.2,71.9,0.0
2022-09-20,35.2,23.8,74.3,0.0
2022-09-21,36.2,23.4,76.2,0.2
2022-09-22,36.8,24,75.3,0.0
2022-09-23,34.4,24.6,78.1,0.0
2022-09-24,29,22.4,85.5,0.0
2022-09-25,34.4,23.2,74.7,0.0
2022-09-26,36.6,24.2,70.8,0.0
2022-09-27,37,24,71.7,0.0
2022-09-28,37.2,23.6,71.9,0.5
2022-09-29,36.6,24,73.1,0.1
2022-09-30,32.8,23.4,84.6,5.6
2022-10-01,33.4,22.4,85.3,0.0
