Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2018-03-01,35,19.2,75.7,6.3
2018-03-02,32,19,87.2,0.0
2018-03-03,33,21,87.4,0.0
2018-03-04,35,21.4,74.6,0.0
2018-03-05,35.4,22.8,79.2,76.4
2018-03-06,33.4,20.2,78.2,12.0
2018-03-07,31.2,19,84.4,4.0
2018-03-08,30.2,20.2,84.8,2.1
2018-03-09,29.4,21.8,90.4,10.4
2018-03-10,34.4,22,82.4,4.0
2018-03-11,36.4,22,73.6,0.0
2018-03-12,36.8,22.8,74.8,1.0
2018-03-13,33.4,21.8,82.7,0.0
2018-03-14,33.2,22.8,83.0,0.5
2018-03-15,34,22.4,78.9,5.4
2018-03-16,33.8,22.6,81.3,38.2
2018-03-17,34.2,21.4,78.6,3.2
2018-03-18,34,20.8,82.1,0.0
2018-03-19,35,22.6,82.5,9.0
2018-03-20,30,21.4,86.7,2.8
2018-03-21,34,22.4,82.1,4.0
2018-03-22,33.4,22,86.5,2.0
2018-03-23,32.2,22.6,84.3,0.1
2018-03-24,34,22.6,82.2,0.0
2018-03-25,36.4,23,74.8,7.2
2018-03-26,33.8,22.4,82.1,102.6
2018-03-27,30.2,20.8,86.3,0.0
2018-03-28,32.4,22,80.8,9.2
2018-03-29,29.6,21.6,88.1,10.0
2018-03-30,31.8,21.6,85.1,7.2
2018-03-31,32,21,83.3,0.0
2018-04-01,34.4,22.4,75.7,S/D
