Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
FECHA,TEMPERATURA_MAX,TEMPERATURA_MIN,HUMEDAD_RELATIVA,PRECIPITACION_TOTAL
2019-08-01,33.2,22,82.4,13.8
2019-08-02,33.6,22.4,79.2,0.0
2019-08-03,32.6,22.2,84.6,2.8
2019-08-04,28.6,16.8,79.3,0.0
2019-08-05,28.4,19.4,64.0,0.0
2019-08-06,30.4,16.8,77.7,0.0
2019-08-07,32.4,18.8,73.0,0.0
2019-08-08,33.4,22.8,75.7,0.0
2019-08-09,32.8,21.6,78.1,0.0
2019-08-10,32.6,23,75.2,0.0
2019-08-11,33.6,22.8,75.8,12.4
2019-08-12,33.8,22.6,77.5,0.0
2019-08-13,31.4,22.2,85.9,1.0
2019-08-14,31.6,22,82.9,0.0
2019-08-15,30.2,20.2,84.8,0.0
2019-08-16,26.2,20.8,86.8,0.0
2019-08-17,31.8,21.6,78.7,0.0
2019-08-18,32.6,22.4,76.9,0.0
2019-08-19,34.6,22.8,77.5,0.0
2019-08-20,34,22.6,77.4,22.8
2019-08-21,31.2,22.4,84.4,5.4
2019-08-22,30.6,22,89.0,42.6
2019-08-23,30.8,21.8,89.7,0.0
2019-08-24,32.8,22.2,84.6,12.6
2019-08-25,33.8,22.4,81.7,0.0
2019-08-26,32.6,21.6,82.0,0.0
2019-08-27,33.2,22.4,81.4,1.6
2019-08-28,33.8,22.8,79.3,7.2
2019-08-29,33.6,23,79.1,0.0
2019-08-30,34.4,22.8,78.6,0.0
2019-08-31,33.4,23.2,79.3,0.0
2019-09-01,32.8,23.4,82.6,2.2
